sample_id,temperature_c,humidity,wind_speed_kmh,rainfall_mm,rainfall_last_12_months_mm,recent_storm_or_flood,aqi
8133,29.78,86.33,0.0,17.2,857.37,0,66.16
8134,24.51,45.86,17.2,11.13,1947.88,0,86.98
8135,27.47,71.38,9.84,20.97,1029.0,0,137.8
8136,33.18,43.14,11.99,6.58,1742.34,0,22.7
8137,29.59,64.34,20.45,5.0,1420.1,0,156.59
8138,25.18,47.75,6.36,8.94,1121.81,0,103.08
8139,31.4,80.83,13.5,22.62,1311.03,0,74.27
8140,36.05,91.58,16.16,0.0,1650.0,0,155.79
8141,40.16,36.53,8.11,0.0,712.85,0,83.1
8142,26.65,57.6,11.13,0.0,1396.14,0,87.58
8143,33.71,56.16,10.95,9.12,1307.19,0,99.51
8144,26.03,45.86,5.63,0.0,725.64,0,185.65
8145,25.63,61.35,20.23,0.0,887.54,0,114.83
8146,27.78,74.08,12.16,16.74,1350.32,0,118.04
8147,31.56,85.22,11.83,11.79,1071.65,0,166.52
8148,33.1,51.99,6.74,0.0,1964.96,0,72.03
8149,28.47,67.53,3.82,2.87,776.97,0,59.98
8150,23.71,36.24,9.83,15.9,1407.27,0,115.1
8151,38.08,63.54,9.03,0.0,952.38,0,44.05
8152,35.28,34.1,9.5,4.14,1203.77,0,99.94
8153,28.35,28.87,12.88,7.98,790.27,0,103.15
8154,39.59,70.16,7.23,0.0,1349.2,0,133.8
8155,41.65,71.47,3.73,0.0,1814.96,0,109.98
8156,25.51,45.9,4.35,0.0,900.71,0,36.85
8157,25.66,57.01,6.07,0.0,1432.49,0,137.28
8158,30.43,45.85,6.71,4.94,2058.15,0,104.12
8159,29.75,39.62,13.43,0.0,1517.77,0,122.61
8160,18.98,34.06,7.62,0.0,1387.0,0,63.83
8161,32.48,83.84,3.48,0.0,1394.38,0,131.92
8162,37.15,47.06,8.01,0.0,1433.6,0,127.65
8163,21.47,93.64,10.68,0.0,1249.47,0,75.91
8164,29.65,41.11,8.88,3.18,1514.84,0,128.6
8165,29.68,59.33,14.93,0.0,2103.36,0,167.8
8166,28.96,51.67,8.67,5.42,1772.53,0,180.95
8167,37.38,38.16,10.68,0.0,1609.83,0,136.06
8168,37.91,56.0,13.95,0.59,1698.6,0,20.0
8169,27.19,50.54,6.41,0.0,2134.03,0,119.56
8170,29.78,57.31,6.09,0.0,1215.71,0,166.86
8171,29.42,37.05,7.74,0.0,1769.87,0,120.72
8172,24.95,61.63,9.89,0.0,1379.44,0,186.66
8173,24.3,62.35,2.87,0.0,1972.64,0,82.39
8174,22.33,65.15,13.99,0.0,1504.94,0,119.36
8175,41.41,61.32,13.61,0.0,676.34,0,102.3
8176,27.25,63.4,3.82,7.84,1266.23,0,184.61
8177,26.49,75.36,15.68,8.38,1860.14,0,182.23
8178,19.4,44.3,12.1,0.0,1904.14,0,105.47
8179,26.16,94.99,9.57,9.94,1523.86,0,67.73
8180,31.83,69.87,8.17,0.0,1379.81,0,164.85
8181,31.15,42.37,18.05,0.0,1234.3,0,144.4
8182,28.52,83.12,9.36,0.0,1461.97,0,74.68
8183,35.09,54.18,6.65,0.0,1268.53,0,48.62
8184,15.69,54.78,13.7,0.0,1272.95,0,167.26
8185,23.96,59.56,0.0,1.74,1876.59,0,30.57
8186,35.85,64.72,9.45,12.0,2037.65,0,69.5
8187,28.51,34.18,13.21,3.43,1650.02,0,105.56
8188,30.9,22.72,12.46,1.16,1909.97,0,29.65
8189,26.72,85.92,10.89,0.0,1294.49,0,228.56
8190,28.3,54.97,2.3,3.52,1271.29,0,39.46
8191,21.26,59.86,12.68,8.28,1371.26,0,25.44
8192,25.3,61.52,9.17,0.0,1302.9,0,121.52
8193,24.34,45.36,5.17,0.0,1425.13,0,72.56
8194,20.58,49.75,9.54,4.22,1513.83,0,21.08
8195,26.58,49.83,8.02,0.0,1115.29,0,160.56
8196,18.45,45.02,17.32,0.08,1254.75,0,64.51
8197,22.31,47.37,15.99,24.95,1160.24,0,133.8
8198,30.77,50.01,4.69,18.13,1564.25,0,150.22
8199,20.69,50.41,13.1,0.0,1575.04,0,119.73
8200,27.76,50.1,16.11,16.13,2379.41,0,124.93
8201,26.42,62.02,11.37,0.0,2092.1,0,122.65
8202,26.8,41.14,9.1,0.0,1631.55,0,141.99
8203,22.79,56.67,4.28,0.0,1731.28,0,74.22
8204,27.47,57.43,5.26,31.65,2001.37,0,98.82
8205,23.89,56.09,11.42,2.43,1080.07,0,146.61
8206,32.2,52.06,7.96,0.0,2143.06,0,168.42
8207,36.81,63.88,15.22,28.89,1461.24,0,105.7
8208,27.0,73.51,10.2,0.0,1244.82,0,192.83
8209,21.44,31.43,7.53,12.7,1970.6,0,131.8
8210,24.45,83.36,18.0,16.03,1181.61,0,100.8
8211,28.86,42.53,12.22,5.35,1217.84,0,120.45
8212,25.7,67.9,7.61,0.0,1417.67,0,82.26
8213,24.05,88.57,10.38,0.0,724.89,0,97.62
8214,23.49,74.4,11.7,0.0,1372.93,0,43.69
8215,16.95,52.45,6.82,0.0,1359.69,0,127.33
8216,16.95,56.33,14.34,0.0,1172.04,0,255.14
8217,32.02,46.71,5.56,11.3,1040.74,0,80.06
8218,30.21,49.83,11.84,12.73,1977.23,0,113.58
8219,21.48,41.44,3.98,11.24,1111.35,0,78.11
8220,28.23,53.16,10.19,0.0,1237.99,0,108.66
8221,30.43,53.78,7.43,5.77,1493.06,0,140.98
8222,29.6,72.96,8.61,0.0,1982.14,0,145.54
8223,29.52,54.37,18.31,0.0,1295.09,0,98.35
8224,29.7,40.0,12.75,3.97,1589.36,0,108.91
8225,22.67,72.28,9.96,2.44,1368.08,0,140.15
8226,27.26,61.75,13.7,11.52,1784.77,0,111.69
8227,24.16,92.43,8.54,0.0,1080.76,0,115.98
8228,27.02,71.23,14.0,0.0,1214.79,0,113.51
8229,22.9,49.48,14.68,0.0,1286.2,0,143.21
8230,38.81,50.78,9.76,1.48,2007.79,0,135.51
8231,26.56,52.17,10.39,0.0,1959.64,0,164.4
8232,26.78,36.87,17.3,0.0,1537.76,0,117.93
8233,31.36,52.57,7.19,3.38,969.69,0,64.95
8234,22.09,69.8,2.72,4.53,1508.01,0,91.32
8235,23.67,36.47,10.38,5.42,1840.12,0,47.41
8236,25.0,82.83,4.03,22.47,1604.25,0,132.36
8237,34.57,80.04,8.93,0.0,1650.23,0,46.61
8238,31.8,54.99,11.26,6.66,1652.13,0,164.8
8239,34.82,56.97,8.58,15.07,1822.41,0,156.33
8240,31.48,88.92,0.0,3.85,1349.69,0,108.33
8241,32.77,65.66,12.38,0.0,1548.24,0,78.14
8242,26.56,58.07,5.37,7.45,1478.18,0,180.02
8243,23.56,69.37,10.28,11.48,1123.29,0,113.77
8244,25.68,94.14,7.46,3.41,1728.26,0,90.97
8245,28.47,62.19,9.4,21.43,2222.5,0,113.51
8246,22.76,45.83,10.55,0.0,1436.79,0,170.64
8247,25.97,78.33,7.48,3.82,1942.38,0,149.19
8248,25.85,42.64,8.49,7.25,1911.5,0,161.47
8249,26.67,44.44,9.76,0.0,1593.05,0,83.68
8250,33.46,33.63,3.32,17.06,1601.32,0,41.28
8251,28.39,62.93,11.35,6.13,1751.48,0,143.29
8252,29.42,62.77,16.37,2.71,1903.81,0,98.27
8253,37.28,86.11,10.85,15.92,1736.05,0,130.36
8254,32.27,39.78,13.24,0.0,1743.79,0,110.06
8255,25.32,75.24,11.92,6.2,1039.69,0,124.31
8256,30.82,50.04,8.28,0.0,1454.48,0,181.85
8257,21.22,83.43,12.17,8.21,1516.43,0,175.56
8258,30.25,74.96,10.25,6.23,1593.79,0,76.97
8259,28.4,62.78,6.48,8.79,565.77,0,81.98
8260,31.6,61.32,12.72,0.0,876.9,0,117.3
8261,21.67,38.06,8.78,4.27,1143.7,0,168.99
8262,30.78,43.39,5.5,4.11,1602.18,0,82.27
8263,25.9,54.8,3.88,0.0,1515.51,0,96.37
8264,29.87,40.11,7.0,0.0,2183.64,0,114.9
8265,27.52,68.83,7.21,6.93,1175.21,0,68.99
8266,24.11,50.25,20.29,0.0,727.31,0,135.67
8267,32.01,72.85,3.81,18.14,1380.72,0,151.74
8268,34.26,84.59,11.09,0.0,1495.52,0,132.95
8269,21.13,74.53,10.04,0.0,1060.15,0,119.49
8270,23.62,49.87,14.44,12.04,1644.89,0,144.06
8271,27.16,57.74,14.5,0.0,2300.85,0,102.89
8272,31.55,58.15,13.4,8.01,1697.55,0,118.37
8273,32.09,65.02,10.2,4.12,2072.55,0,174.02
8274,23.57,68.1,6.01,0.0,1687.65,0,75.39
8275,39.29,97.11,12.38,10.03,1054.71,0,122.72
8276,25.66,52.18,8.46,6.04,865.3,0,141.74
8277,21.47,63.82,11.21,3.06,1952.63,0,85.49
8278,22.94,46.74,7.86,0.0,1243.68,0,168.1
8279,28.77,55.13,9.1,2.7,1907.93,0,144.69
8280,25.78,81.05,3.15,10.91,1024.69,0,129.15
8281,38.17,77.97,8.88,11.91,1539.56,0,97.18
8282,36.07,60.27,10.61,0.0,1751.47,0,155.9
8283,34.01,81.61,11.58,0.0,584.17,0,89.39
8284,23.42,55.65,7.71,18.58,1520.52,0,65.41
8285,23.89,50.9,11.55,4.26,1429.47,0,187.41
8286,29.54,29.84,10.36,3.8,1362.24,0,96.8
8287,30.91,53.38,3.72,0.0,1131.68,0,110.03
8288,25.69,86.84,11.45,25.09,1229.32,0,88.45
8289,31.45,49.35,14.28,0.0,1743.09,0,71.5
8290,22.06,74.93,7.37,0.24,1172.99,0,96.82
8291,36.28,67.98,10.83,0.0,1798.04,0,94.59
8292,27.79,50.28,9.22,5.88,1943.94,0,76.69
8293,31.69,55.55,11.52,17.46,1315.11,0,83.98
8294,25.59,63.21,3.91,5.45,1521.82,0,124.77
8295,27.19,54.3,5.6,10.87,1179.66,0,113.06
8296,31.9,23.59,5.15,2.17,1890.3,0,49.89
8297,26.1,60.16,13.18,0.0,1119.06,0,126.6
8298,25.03,64.93,9.98,2.76,2056.13,0,82.71
8299,32.18,49.05,7.84,0.0,1170.17,0,143.25
8300,29.31,42.4,15.99,0.0,1502.69,0,191.72
8301,20.37,76.3,11.18,0.0,1883.54,0,185.47
8302,24.13,65.09,4.35,0.0,1190.3,0,145.23
8303,28.92,62.61,9.78,10.95,1122.84,0,91.87
8304,28.21,74.56,10.26,8.77,1185.65,0,135.4
8305,22.61,36.6,1.14,0.0,1869.24,0,127.92
8306,25.62,43.56,16.39,5.26,881.7,0,73.55
8307,25.08,59.86,10.83,0.0,1305.75,0,148.03
8308,28.58,79.5,0.68,3.49,1151.62,0,71.67
8309,27.03,52.37,5.87,0.0,2372.04,0,127.85
8310,28.42,58.27,13.43,0.0,745.87,0,135.18
8311,24.17,93.04,6.23,0.0,1194.43,0,126.83
8312,24.89,57.11,11.04,0.0,1498.22,0,87.43
8313,26.32,66.54,10.04,7.32,1653.49,0,152.71
8314,22.04,66.54,9.46,0.0,1586.95,0,51.69
8315,23.79,58.69,9.24,0.0,1788.99,0,73.83
8316,23.58,48.51,18.0,0.0,1379.35,0,98.76
8317,34.42,59.14,9.66,0.0,1150.24,0,133.15
8318,27.72,25.28,12.61,0.0,758.35,0,54.11
8319,24.51,47.99,1.27,2.5,1681.09,0,110.93
8320,35.3,58.64,17.43,26.94,610.74,0,71.84
8321,20.17,47.91,10.98,0.0,1807.71,0,139.67
8322,26.37,44.48,16.01,2.9,1736.53,0,134.16
8323,33.96,62.69,12.17,7.13,1364.29,0,107.88
8324,21.09,49.33,16.84,3.68,1884.0,0,124.15
8325,18.81,63.89,12.17,7.4,1413.61,0,84.2
8326,29.54,71.82,7.35,3.45,2184.83,0,75.31
8327,29.65,62.6,4.25,2.49,1291.08,0,134.65
8328,34.13,75.54,17.24,4.75,1313.4,0,77.3
8329,39.9,51.8,5.29,0.0,1182.2,0,87.53
8330,29.01,48.31,6.49,0.0,1166.15,0,52.56
8331,25.71,50.05,12.55,10.41,1558.97,0,118.69
8332,21.35,34.66,4.77,0.0,647.96,0,126.88
8333,32.68,52.74,11.62,5.67,2119.06,0,193.98
8334,32.45,59.08,5.02,10.23,2246.93,0,107.09
8335,18.12,47.33,15.79,1.99,1514.14,0,89.94
8336,28.7,71.44,16.06,17.74,1061.03,0,57.8
8337,20.69,52.84,7.18,0.0,1629.31,0,142.26
8338,40.85,55.27,12.48,3.15,909.34,0,138.94
8339,36.89,68.77,1.49,6.12,861.11,0,98.51
8340,32.97,65.04,9.1,1.12,1994.0,0,91.39
8341,30.93,54.56,4.59,0.0,1197.01,0,174.85
8342,32.47,81.53,6.32,0.0,1498.68,0,100.68
8343,28.99,81.82,9.37,4.95,1549.46,0,182.51
8344,31.78,84.03,13.51,6.61,1921.37,0,117.33
8345,27.19,55.4,6.92,0.0,1814.22,0,174.02
8346,26.66,75.96,13.2,13.11,1131.21,0,96.15
8347,34.24,57.56,7.4,0.0,557.87,0,152.47
8348,26.76,59.73,11.52,0.0,1869.14,0,142.83
8349,23.59,63.69,11.98,0.0,1677.83,0,199.29
8350,26.95,72.76,4.14,12.87,1616.7,0,142.32
8351,32.84,72.03,5.44,0.0,1212.75,0,115.01
8352,29.78,69.03,9.01,10.24,1170.25,0,130.09
8353,32.48,67.97,5.88,1.73,1121.15,0,149.31
8354,19.9,44.01,9.25,3.67,1004.37,0,187.93
8355,30.9,77.74,11.03,1.07,1237.98,0,85.14
8356,27.02,73.89,14.29,0.0,2348.34,0,177.52
8357,25.9,41.08,1.38,0.05,1543.17,0,107.18
8358,28.09,55.15,10.79,0.0,1079.86,0,104.51
8359,28.07,53.71,9.65,0.0,1504.84,0,80.3
8360,28.18,63.15,11.64,0.0,1423.06,0,67.27
8361,31.29,55.76,16.1,11.83,866.88,0,173.72
8362,25.92,60.33,14.67,12.78,1565.81,0,97.96
8363,21.07,59.05,3.87,0.88,1334.02,0,81.47
8364,30.97,44.78,10.47,17.89,1422.32,0,57.45
8365,24.2,46.15,6.24,4.41,1920.2,0,137.21
8366,33.42,52.98,13.23,0.0,1060.63,0,127.87
8367,27.85,56.83,2.67,1.0,1156.24,0,44.9
8368,34.33,51.47,9.4,0.0,2232.7,0,93.31
8369,36.9,86.64,10.33,0.0,1189.83,0,128.1
8370,26.72,61.84,13.26,3.07,1297.95,0,127.28
8371,30.92,90.22,10.98,2.81,1483.17,0,20.0
8372,30.91,65.27,14.29,8.78,1233.26,0,94.69
8373,29.39,67.41,6.94,17.63,2004.07,0,116.51
8374,30.54,66.78,14.16,8.04,1645.27,0,122.77
8375,33.61,76.29,5.08,0.0,1819.61,0,133.85
8376,30.55,40.55,14.53,16.17,1890.79,0,124.28
8377,24.55,72.22,13.74,3.48,1586.56,0,78.78
8378,21.77,52.24,12.33,0.0,2148.03,0,164.93
8379,22.55,82.0,17.3,6.55,1524.41,0,172.83
8380,26.25,63.3,5.15,2.32,1629.75,0,113.08
8381,25.21,63.02,10.32,1.82,2000.38,0,79.2
8382,19.57,59.65,0.0,23.22,1180.25,0,33.74
8383,30.73,62.48,10.88,0.0,1701.18,0,136.24
8384,26.99,58.18,8.96,0.0,1282.63,0,89.46
8385,21.19,54.02,8.83,9.28,1704.69,0,179.84
8386,27.67,70.99,5.94,0.0,1304.61,0,81.98
8387,22.27,38.33,2.45,10.64,2052.67,0,180.56
8388,25.66,70.69,5.46,0.0,1976.18,0,62.42
8389,28.61,32.47,13.97,0.0,1648.77,0,148.23
8390,30.85,46.5,14.92,0.0,2001.34,0,71.28
8391,30.1,68.76,10.41,0.0,1644.79,0,124.82
8392,21.01,57.12,15.56,9.35,1253.76,0,143.89
8393,16.46,53.71,15.52,3.69,1360.76,0,102.64
8394,22.36,90.69,6.49,0.37,1156.84,0,132.16
8395,25.82,70.84,6.2,14.23,866.5,0,120.57
8396,21.37,58.85,9.43,0.0,1250.1,0,171.81
8397,33.21,59.07,7.52,12.74,1300.11,0,111.81
8398,27.28,64.24,8.23,1.12,1564.06,0,117.33
8399,25.56,67.67,2.83,4.88,1679.94,0,120.94
8400,31.57,36.94,10.11,9.78,1687.25,0,101.16
8401,34.57,64.11,8.45,0.0,1812.72,0,69.46
8402,32.26,37.45,7.16,1.94,2076.54,0,101.35
8403,24.14,32.33,14.24,26.15,934.94,0,125.84
8404,30.64,45.92,12.18,10.78,1915.66,0,45.29
8405,30.26,70.27,1.52,0.0,1119.98,0,166.36
8406,39.48,87.59,9.22,25.33,1765.32,0,46.09
8407,34.1,56.08,15.75,0.0,900.77,0,88.64
8408,27.14,49.73,15.29,17.31,1861.46,0,137.23
8409,37.3,51.63,0.65,5.5,1732.19,0,131.6
8410,36.64,47.51,9.49,0.0,1689.88,0,111.93
8411,36.89,46.82,6.58,0.0,1467.15,0,110.63
8412,38.97,67.13,10.52,0.0,1565.23,0,124.66
8413,29.45,71.8,3.36,0.0,797.47,0,194.53
8414,31.95,82.43,9.08,0.0,2013.26,0,107.49
8415,24.35,59.42,11.23,6.48,1803.4,0,96.39
8416,33.48,51.34,11.3,0.0,1374.01,0,89.02
8417,26.98,45.39,16.81,8.64,1782.68,0,95.66
8418,29.95,66.99,9.75,0.0,1683.93,0,115.56
8419,28.95,61.24,12.8,9.53,1585.49,0,150.38
8420,31.0,66.14,7.21,0.0,2091.91,0,126.73
8421,36.19,74.65,6.12,2.37,1715.29,0,84.62
8422,27.54,54.45,3.42,10.26,921.5,0,149.56
8423,28.63,60.4,0.0,2.38,1793.82,0,129.67
8424,26.03,68.92,8.59,0.0,1579.34,0,111.12
8425,33.92,57.96,2.09,0.0,949.6,0,154.0
8426,22.42,100.0,11.93,9.97,1710.18,0,165.94
8427,30.92,60.26,13.78,2.24,1815.15,0,133.0
8428,24.54,48.24,9.41,1.05,1225.68,0,101.29
8429,24.59,71.0,7.45,0.0,1385.97,0,80.71
8430,27.26,65.53,7.75,1.98,1269.94,0,192.92
8431,26.14,55.15,12.95,0.0,1898.92,0,101.09
8432,21.03,51.9,11.01,0.0,1664.69,0,166.6
8433,32.28,55.65,11.43,0.0,1239.37,0,20.52
8434,34.03,73.77,3.61,4.76,1888.76,0,136.76
8435,24.14,28.14,13.14,1.49,1808.85,0,182.99
8436,30.01,55.7,16.34,0.0,796.75,0,28.69
8437,32.02,60.67,12.48,1.3,1179.03,0,142.47
8438,26.76,61.03,12.86,8.51,1703.93,0,135.39
8439,29.2,63.4,11.53,2.56,1094.0,0,191.83
8440,26.89,38.4,11.19,29.07,1332.74,0,65.45
8441,23.84,80.01,11.11,12.11,2117.66,0,149.04
8442,26.63,62.18,13.25,1.27,1535.7,0,156.32
8443,27.73,52.08,4.57,7.24,1523.27,0,61.99
8444,26.64,58.88,14.25,0.0,2257.09,0,98.02
8445,29.53,64.71,7.95,0.0,2358.43,0,99.98
8446,27.44,73.83,9.18,16.71,1274.73,0,185.12
8447,27.28,53.31,8.84,11.64,1456.43,0,88.7
8448,25.19,50.5,5.88,0.0,1225.18,0,180.4
8449,26.49,59.16,8.82,12.04,1114.94,0,130.16
8450,24.23,51.72,20.77,8.76,1527.49,0,241.74
8451,29.97,64.73,13.17,9.58,1637.43,0,71.43
8452,28.36,82.59,6.17,0.0,1394.29,0,110.95
8453,37.36,40.79,10.54,14.82,580.75,0,73.67
8454,20.68,84.3,8.66,0.0,1297.56,0,59.17
8455,23.92,60.9,5.57,0.0,1195.45,0,97.02
8456,23.14,58.3,9.85,19.14,1031.87,0,127.9
8457,16.62,54.83,12.88,15.27,1643.58,0,164.23
8458,34.99,37.03,14.0,0.0,1236.38,0,96.75
8459,25.3,56.08,13.75,3.76,1593.47,0,81.74
8460,25.54,62.01,6.0,9.98,1840.9,0,83.07
8461,26.32,59.09,13.65,0.32,1802.4,0,62.32
8462,24.91,49.03,10.69,0.0,1120.05,0,153.2
8463,23.84,74.51,8.54,0.0,1518.26,0,113.16
8464,20.13,63.82,10.66,0.0,1523.0,0,57.44
8465,21.34,55.8,13.01,7.97,1236.73,0,178.56
8466,23.79,67.36,9.54,0.0,1212.17,0,83.64
8467,29.39,63.17,11.43,0.0,1826.18,0,115.86
8468,32.72,49.51,8.18,10.43,1061.07,0,173.2
8469,29.89,51.41,5.09,7.38,1825.99,0,119.03
8470,30.46,52.7,9.26,1.17,1433.86,0,84.9
8471,29.52,62.49,2.44,0.0,1033.91,0,82.79
8472,37.27,59.94,11.76,3.92,2069.89,0,137.92
8473,25.62,60.83,9.21,18.64,2033.73,0,131.23
8474,34.7,80.39,1.79,3.25,1676.73,0,125.92
8475,30.85,52.96,11.24,0.0,1319.03,0,175.13
8476,26.57,48.75,8.28,4.1,1646.58,0,77.74
8477,34.66,49.02,3.93,0.92,1362.38,0,85.47
8478,25.99,61.63,9.75,0.1,1482.96,0,189.34
8479,24.44,46.25,10.16,12.99,1651.54,0,141.96
8480,29.75,68.86,14.01,0.0,1111.46,0,70.01
8481,30.35,59.94,11.05,0.0,1582.46,0,173.23
8482,28.8,63.66,1.87,8.18,1678.54,0,86.3
8483,24.8,60.64,10.45,0.0,1651.47,0,56.65
8484,25.6,50.57,7.99,0.04,849.84,0,121.5
8485,29.78,69.4,17.23,7.32,1631.74,0,151.76
8486,35.89,39.97,9.61,0.0,2005.59,0,103.94
8487,25.49,62.9,7.07,0.0,1595.57,0,77.54
8488,20.09,60.79,8.54,0.0,1775.71,0,125.28
8489,25.13,52.5,13.39,0.0,794.9,0,64.04
8490,27.16,44.54,9.52,5.14,1555.88,0,104.77
8491,30.56,57.54,11.64,4.91,1328.69,0,87.83
8492,29.85,91.33,11.23,1.96,937.6,0,206.57
8493,36.38,85.7,8.69,0.0,1157.39,0,185.32
8494,26.65,66.69,12.62,12.18,1697.28,0,159.99
8495,34.38,88.3,10.41,0.0,1290.06,0,130.97
8496,24.25,30.4,7.57,11.23,1390.01,0,107.01
8497,20.42,71.83,13.23,33.44,1354.65,0,143.69
8498,22.8,70.58,14.65,0.64,1303.03,0,119.32
8499,21.74,55.87,1.19,0.49,1304.39,0,121.84
8500,25.15,34.35,3.92,2.36,1019.41,0,111.52
8501,25.84,68.05,6.68,4.72,1509.66,0,89.26
8502,30.21,68.25,12.32,21.26,1696.21,0,141.29
8503,27.55,65.65,11.35,0.0,1641.95,0,152.69
8504,40.73,73.62,7.19,1.15,1497.55,0,117.36
8505,29.4,42.21,9.79,0.0,1301.35,0,194.8
8506,26.57,56.91,8.97,2.25,1883.0,0,126.68
8507,29.47,89.15,10.3,4.55,1661.01,0,212.44
8508,26.85,68.54,7.95,0.0,960.06,0,181.82
8509,27.37,61.65,7.49,0.0,1970.65,0,114.76
8510,29.08,44.84,8.96,21.92,1680.58,0,124.97
8511,28.54,40.64,7.35,0.0,2105.17,0,85.59
8512,34.06,43.04,8.58,2.8,1426.48,0,203.56
8513,35.88,52.81,9.33,5.8,2010.46,0,130.41
8514,32.53,56.2,8.28,0.0,1323.5,0,161.48
8515,28.51,52.44,11.94,3.0,1840.45,0,79.33
8516,15.65,90.03,15.01,0.0,1047.84,0,110.36
8517,18.91,90.01,13.82,0.86,2030.79,0,67.26
8518,35.89,46.6,15.4,18.58,2005.27,0,106.95
8519,26.25,54.1,10.38,3.45,1366.12,0,96.25
8520,32.35,42.53,14.79,6.79,1369.32,0,188.27
8521,18.26,26.92,4.84,0.0,1502.82,0,94.95
8522,24.52,78.34,11.64,15.06,1149.27,0,86.69
8523,24.39,65.71,8.91,3.25,1031.41,0,109.33
8524,26.27,59.3,16.97,5.8,421.74,0,158.39
8525,22.19,62.69,7.98,0.0,1037.26,0,170.56
8526,29.87,59.41,5.91,0.0,1465.9,0,133.38
8527,27.56,46.69,12.06,13.55,1319.77,0,118.46
8528,26.36,52.21,11.64,0.0,1197.08,0,84.32
8529,32.89,60.59,13.66,9.96,1351.55,0,56.5
8530,35.32,90.38,7.16,0.0,1180.89,0,157.86
8531,26.52,60.88,9.96,13.16,1623.39,0,213.31
8532,28.3,39.29,13.27,0.0,1707.59,0,142.29
8533,38.61,45.83,10.03,0.0,1154.04,0,152.73
8534,27.35,72.12,6.36,0.25,787.71,0,132.84
8535,23.62,69.35,9.69,0.0,1832.81,0,210.34
8536,30.43,35.31,11.49,0.0,1164.17,0,112.13
8537,22.46,45.84,13.46,0.0,1652.21,0,165.04
8538,25.7,64.7,7.67,19.28,1360.35,0,149.3
8539,37.09,63.08,12.64,9.04,1465.12,0,164.85
8540,29.86,87.93,10.11,2.96,1186.28,0,130.2
8541,34.47,48.68,13.66,5.74,1769.55,0,124.58
8542,19.42,65.67,12.92,3.67,886.58,0,108.24
8543,16.5,57.44,11.02,6.96,1044.35,0,80.69
8544,34.56,56.47,15.66,6.84,1957.81,0,112.9
8545,28.33,40.0,6.94,5.02,1972.61,0,120.54
8546,27.32,70.39,10.16,0.0,1319.31,0,43.14
8547,24.79,66.19,6.27,1.93,1731.1,0,79.04
8548,30.99,40.46,10.83,2.58,875.98,0,207.14
8549,31.49,41.01,2.07,18.79,1309.14,0,71.22
8550,26.07,47.86,14.83,7.34,1933.52,0,134.47
8551,26.8,80.09,1.56,0.0,1998.83,0,112.09
8552,40.63,73.74,7.95,0.0,800.07,0,92.17
8553,24.13,60.4,9.22,0.92,1678.5,0,158.87
8554,11.72,75.12,9.88,0.2,1557.1,0,66.99
8555,33.52,28.77,12.51,0.0,2105.92,0,125.06
8556,24.98,58.79,13.93,4.12,1492.94,0,154.63
8557,28.35,67.06,6.51,3.81,1421.59,0,129.56
8558,34.58,74.08,11.67,22.2,1648.77,0,52.04
8559,31.41,53.8,6.42,3.13,819.16,0,88.29
8560,26.28,38.7,11.11,0.0,1469.79,0,126.23
8561,27.14,89.2,8.85,20.68,1556.02,0,41.57
8562,24.87,84.13,6.84,7.29,1435.89,0,49.23
8563,27.65,68.14,13.73,0.0,1801.02,0,44.14
8564,27.55,70.34,7.11,0.0,1677.42,0,96.95
8565,30.92,28.99,9.87,0.0,1814.7,0,65.69
8566,25.4,60.74,8.46,21.8,1056.07,0,27.42
8567,27.18,50.77,6.57,14.02,1650.04,0,138.9
8568,27.7,59.86,5.6,21.32,1874.6,0,157.56
8569,31.96,65.59,14.33,0.0,1177.08,0,90.93
8570,34.69,47.75,7.61,11.69,1441.8,0,90.16
8571,28.07,40.78,9.9,18.77,1226.97,0,143.14
8572,25.4,37.54,5.15,0.0,1624.95,0,98.0
8573,23.04,100.0,12.94,10.7,2123.9,0,179.87
8574,21.45,64.44,7.89,8.05,1341.97,0,160.76
8575,25.78,52.84,1.73,14.43,1999.05,0,111.55
8576,23.6,47.92,13.76,0.0,1524.0,0,61.67
8577,26.93,55.83,9.74,3.94,1156.82,0,92.86
8578,25.29,62.17,14.21,0.0,2070.44,0,48.77
8579,22.7,59.36,4.97,9.96,1408.88,0,57.69
8580,36.99,60.94,5.32,11.54,1762.91,0,104.54
8581,31.45,68.04,11.23,0.0,1446.86,0,174.95
8582,30.71,55.99,18.9,3.79,1193.42,0,196.94
8583,33.78,75.78,11.22,12.34,1917.66,0,147.48
8584,22.9,34.94,14.79,10.24,1813.87,0,127.03
8585,24.48,73.53,11.5,10.43,1315.32,0,109.32
8586,23.78,54.89,8.17,0.0,1505.67,0,99.08
8587,21.58,69.84,13.5,0.0,1385.04,0,150.59
8588,30.54,70.85,4.23,12.3,1031.36,0,172.54
8589,33.4,79.43,8.72,0.0,1786.4,0,94.35
8590,26.91,76.52,12.19,0.0,1672.24,0,153.67
8591,22.33,43.73,9.71,8.47,1234.09,0,136.94
8592,31.75,53.05,11.39,0.0,1126.08,0,110.42
8593,27.32,47.56,11.28,0.0,1896.83,0,98.38
8594,31.67,49.75,11.59,0.0,2187.94,0,130.48
8595,29.59,73.92,9.79,0.0,1757.09,0,182.0
8596,33.95,39.23,16.05,14.36,2425.29,0,94.4
8597,24.27,57.68,8.56,0.0,979.78,0,109.84
8598,20.94,66.89,3.54,13.08,1958.57,0,113.21
