sample_id,crop_yield_last_year,current_stock_level,supply_chain_efficiency,import_dependency
100819,101,73,89,32
100820,50,50,87,23
100821,87,74,76,21
100822,57,76,51,32
100823,98,91,99,33
100824,78,40,71,34
100825,85,45,79,37
100826,109,60,98,16
100827,109,57,87,34
100828,92,21,65,10
100829,81,20,66,26
100830,93,100,60,37
100831,88,84,64,22
100832,56,33,67,12
100833,81,48,92,16
100834,60,25,78,40
100835,102,50,75,11
100836,90,92,69,14
100837,86,47,67,19
100838,70,93,51,16
100839,76,47,51,9
100840,91,96,85,12
100841,51,57,64,39
100842,110,31,78,24
100843,58,82,56,10
100844,82,47,61,36
100845,99,86,70,5
100846,90,61,81,28
100847,91,27,95,21
100848,84,41,60,14
100849,61,55,59,37
100850,59,71,72,11
100851,109,54,74,27
100852,98,68,92,28
100853,67,90,88,6
100854,91,52,87,37
100855,53,22,74,7
100856,106,70,92,23
100857,78,27,80,36
100858,89,98,50,38
100859,106,73,97,23
100860,74,69,74,36
100861,76,25,62,5
100862,69,22,80,20
100863,85,74,95,34
100864,86,55,63,40
100865,60,97,98,38
100866,80,34,95,27
100867,74,28,52,9
100868,105,69,54,9
100869,72,64,67,26
100870,54,64,77,10
100871,90,48,86,27
100872,97,72,58,39
100873,51,39,62,9
100874,87,67,82,32
100875,90,53,73,15
100876,65,97,87,18
100877,109,54,75,11
100878,66,32,74,38
100879,80,87,78,25
100880,96,72,83,27
100881,81,37,83,38
100882,106,38,50,24
100883,75,52,80,26
100884,73,77,93,16
100885,88,97,59,16
100886,66,34,65,23
100887,104,88,68,40
100888,83,43,66,24
100889,98,21,70,23
100890,67,46,89,17
100891,77,67,71,21
100892,60,44,88,7
100893,79,84,87,21
100894,54,32,55,13
100895,64,59,53,12
100896,97,55,100,16
100897,87,92,83,11
100898,69,79,93,36
100899,62,22,75,30
100900,108,85,89,20
100901,108,20,75,25
100902,62,35,68,12
100903,96,65,85,36
100904,95,85,62,37
100905,106,99,77,22
100906,102,87,78,16
100907,75,58,56,29
100908,57,27,61,35
100909,77,36,61,6
100910,106,27,69,26
100911,98,45,84,34
100912,110,53,93,36
100913,107,85,97,21
100914,50,65,84,8
100915,91,61,62,12
100916,70,65,50,22
100917,99,86,60,12
100918,60,97,53,35
100919,66,39,94,19
100920,97,30,61,28
100921,52,50,73,34
100922,84,64,61,28
100923,78,91,79,38
100924,90,100,64,30
100925,76,83,85,15
100926,76,71,99,30
100927,58,53,50,18
100928,68,74,82,36
100929,61,32,58,14
100930,107,36,99,20
100931,81,83,100,16
100932,95,49,59,37
100933,64,57,50,31
100934,81,49,86,26
100935,73,65,77,7
100936,77,75,57,26
100937,54,69,86,29
100938,70,79,52,6
100939,55,23,69,14
100940,102,26,74,34
100941,65,93,83,33
100942,71,22,52,30
100943,80,21,66,16
100944,71,25,55,29
100945,108,90,69,39
100946,81,70,80,13
100947,87,68,73,35
100948,84,58,65,39
100949,50,100,81,17
100950,109,83,100,30
100951,106,91,95,15
100952,85,48,71,40
100953,56,51,76,8
100954,79,59,80,8
100955,81,90,63,24
100956,55,100,62,6
100957,77,27,93,22
100958,99,64,89,10
100959,102,49,86,33
100960,103,81,96,34
100961,100,83,81,32
100962,98,28,74,37
100963,63,98,80,5
100964,97,92,87,5
100965,76,66,57,24
100966,70,49,95,24
100967,94,90,53,22
100968,64,37,76,14
100969,92,71,60,14
100970,80,42,59,20
100971,65,29,74,28
100972,93,58,96,28
100973,108,38,55,34
100974,64,53,98,33
100975,88,32,86,34
100976,61,48,88,39
100977,108,47,71,21
100978,105,61,69,24
100979,93,62,93,31
100980,50,98,85,19
100981,104,26,86,32
100982,107,74,90,20
100983,74,84,82,35
100984,57,86,72,29
100985,96,95,59,38
100986,51,26,75,13
100987,83,34,61,29
100988,97,67,67,27
100989,99,75,58,35
100990,87,77,95,27
100991,53,56,69,16
100992,92,39,77,7
100993,53,95,91,13
100994,63,71,58,10
100995,81,75,51,26
100996,62,67,94,16
100997,58,63,76,28
100998,83,60,84,10
100999,67,48,72,7
101000,74,41,84,19
101001,103,79,60,30
101002,55,36,60,15
101003,66,54,93,24
101004,80,65,81,10
101005,81,26,66,6
101006,91,56,88,37
101007,52,68,81,12
101008,76,35,68,29
101009,102,82,80,12
101010,85,28,54,19
101011,90,46,78,31
101012,72,71,79,33
101013,83,64,73,19
101014,91,68,98,28
101015,98,31,80,21
101016,88,57,92,30
101017,79,55,97,35
101018,76,58,92,8
101019,62,59,71,37
101020,77,87,66,37
101021,97,96,58,21
101022,70,64,75,34
101023,50,77,68,13
101024,50,76,78,27
101025,94,95,87,31
101026,83,79,81,29
101027,77,95,99,37
101028,108,30,60,27
101029,68,50,58,24
101030,53,58,96,12
101031,63,37,83,38
101032,70,82,61,40
101033,95,41,67,37
101034,93,51,94,12
101035,95,72,100,23
101036,105,20,68,15
101037,73,94,68,23
101038,108,95,50,12
101039,52,38,55,37
101040,96,66,59,19
101041,62,76,90,5
101042,52,23,66,38
101043,75,64,61,20
101044,62,41,86,9
101045,74,24,69,38
101046,70,91,64,18
101047,79,23,53,16
101048,104,34,62,5
101049,85,94,58,13
101050,67,99,68,5
101051,81,76,79,40
101052,57,43,97,23
101053,94,78,91,29
101054,54,100,54,35
101055,106,58,98,38
101056,77,67,82,34
101057,61,89,85,17
101058,110,26,60,37
101059,63,29,94,9
101060,67,90,88,7
101061,65,39,77,23
101062,96,39,63,33
101063,69,55,91,7
101064,60,29,53,36
101065,56,79,99,15
101066,59,44,73,38
101067,56,47,84,9
101068,64,78,96,40
101069,105,29,89,40
101070,67,56,63,39
101071,55,68,55,5
101072,92,54,60,26
101073,105,51,59,32
101074,58,29,86,13
101075,63,99,60,9
101076,88,98,100,5
101077,93,93,88,16
101078,80,33,62,17
101079,53,77,79,6
101080,90,63,77,37
101081,52,65,63,8
101082,54,69,96,21
101083,91,100,72,25
101084,56,72,97,28
101085,98,96,76,8
101086,69,39,63,7
101087,99,24,84,32
101088,65,47,90,34
101089,54,23,55,5
101090,76,87,93,27
101091,101,45,72,38
101092,55,48,81,23
101093,87,44,58,37
101094,79,63,96,5
101095,68,53,64,34
101096,59,22,92,11
101097,58,91,99,26
101098,110,46,50,39
101099,108,94,92,40
101100,107,67,56,25
101101,95,42,99,37
101102,53,30,80,29
101103,66,21,70,24
101104,79,65,88,8
101105,85,20,71,38
101106,99,65,78,39
101107,93,64,61,21
101108,102,48,53,24
101109,99,64,66,29
101110,104,30,75,15
101111,65,34,65,32
101112,88,59,97,31
101113,103,20,68,10
101114,58,37,71,37
101115,107,21,54,40
101116,106,45,66,30
101117,52,58,68,6
101118,73,69,55,37
101119,94,29,62,16
101120,106,80,63,6
101121,66,88,71,37
101122,64,20,88,18
101123,97,82,96,38
101124,78,93,92,33
101125,89,53,51,20
101126,55,33,79,9
101127,65,70,95,37
101128,78,23,78,26
101129,74,38,52,18
101130,78,87,73,8
101131,108,62,67,31
101132,64,27,99,10
101133,59,68,67,39
101134,73,78,88,15
101135,62,62,54,20
101136,70,21,89,21
101137,61,84,81,16
101138,50,40,54,39
101139,54,59,94,31
101140,84,91,77,22
101141,51,98,98,33
101142,65,72,74,24
101143,106,48,50,7
101144,106,89,51,38
101145,85,75,87,37
101146,69,90,60,29
101147,53,55,94,5
101148,97,31,72,24
101149,76,41,99,15
101150,77,27,70,27
101151,94,91,58,36
101152,100,43,54,32
101153,69,49,75,25
101154,56,83,85,15
101155,73,48,77,21
101156,107,74,99,33
101157,79,70,63,15
101158,99,47,98,28
101159,76,77,81,8
101160,82,29,91,14
101161,70,81,98,31
101162,80,93,66,17
101163,110,87,96,33
101164,60,79,90,23
101165,65,89,52,7
101166,106,41,83,10
101167,50,44,78,14
101168,60,59,82,18
101169,60,47,68,33
101170,94,87,51,27
101171,86,55,86,16
101172,94,40,65,12
101173,63,39,65,29
101174,97,20,54,38
101175,104,57,87,12
101176,58,99,78,32
101177,50,84,98,25
101178,64,100,55,35
101179,106,30,93,34
101180,77,28,66,19
101181,62,82,55,32
101182,99,41,95,29
101183,63,75,82,17
101184,66,100,53,24
101185,79,90,64,13
101186,100,91,61,29
101187,89,81,85,39
101188,85,75,98,27
101189,77,26,93,16
101190,65,20,79,18
101191,74,53,70,13
101192,60,28,88,12
101193,51,30,77,20
101194,107,51,84,18
101195,103,92,68,30
101196,77,74,95,32
101197,105,22,59,35
101198,69,44,53,22
101199,88,93,83,26
101200,108,39,89,25
101201,59,58,53,35
101202,82,34,88,37
101203,69,56,53,12
101204,82,48,53,10
101205,95,90,64,10
101206,54,44,92,18
101207,78,23,84,7
101208,106,25,68,38
101209,88,41,86,37
101210,94,67,53,9
101211,57,99,81,12
101212,89,61,87,7
101213,105,88,98,8
101214,57,88,60,25
101215,81,86,57,7
101216,109,42,92,27
101217,110,44,54,9
101218,82,55,72,14
101219,83,56,69,16
101220,81,42,64,8
101221,89,83,66,20
101222,50,61,59,15
101223,78,78,64,9
101224,66,61,95,12
101225,58,52,92,8
101226,74,82,91,31
101227,96,74,92,7
101228,79,25,65,33
101229,89,47,90,5
101230,96,63,63,8
101231,102,85,90,40
101232,61,47,96,12
101233,66,62,54,20
101234,64,90,66,12
101235,83,86,72,17
101236,53,48,78,14
101237,91,38,53,11
101238,86,34,56,31
101239,55,40,54,30
101240,85,42,89,25
101241,66,91,90,26
101242,71,71,69,28
101243,107,72,74,19
101244,73,22,97,17
101245,62,77,71,39
101246,102,61,92,11
101247,103,53,79,39
101248,98,22,98,23
101249,89,21,53,35
101250,106,74,96,9
101251,71,76,81,38
101252,97,100,78,23
101253,61,52,76,26
101254,74,47,55,32
101255,105,43,63,23
101256,86,62,81,10
101257,107,83,82,20
101258,57,27,97,29
101259,81,20,64,22
101260,71,90,88,8
101261,92,96,85,11
101262,79,71,79,29
101263,54,48,62,13
101264,92,98,94,19
101265,78,45,71,29
101266,68,82,79,15
101267,94,94,59,5
101268,56,89,73,35
101269,84,87,92,29
101270,56,64,64,36
101271,108,26,73,23
101272,68,96,81,26
101273,73,82,91,38
101274,57,45,61,27
101275,68,69,77,30
101276,110,20,61,5
101277,62,29,71,16
101278,96,89,62,16
101279,104,40,66,38
101280,108,60,91,10
101281,108,40,74,32
101282,59,44,63,20
101283,50,70,53,23
101284,105,27,79,31
101285,73,85,73,33
101286,53,32,51,24
101287,83,62,54,34
101288,93,64,74,21
101289,100,26,71,22
101290,98,30,97,20
101291,103,74,94,38
101292,108,78,74,11
101293,106,92,70,17
101294,103,51,89,10
101295,86,50,59,13
101296,87,78,70,33
101297,109,87,82,39
101298,66,50,67,36
101299,109,63,81,12
101300,57,57,86,33
101301,76,86,50,12
101302,74,78,87,29
101303,71,46,75,23
101304,58,93,89,8
101305,53,100,85,18
101306,95,74,59,34
101307,85,58,75,15
101308,88,36,92,31
101309,83,34,74,16
101310,66,99,79,35
101311,76,79,88,38
101312,51,49,51,38
101313,74,88,92,38
101314,84,64,62,5
101315,72,76,70,29
101316,56,95,91,13
101317,99,89,55,7
101318,72,93,86,9
101319,71,74,82,10
101320,109,58,56,13
101321,76,60,76,14
101322,98,51,65,25
101323,86,24,93,5
101324,95,62,56,38
101325,62,42,51,38
101326,86,90,96,20
101327,78,79,91,29
101328,97,80,58,33
101329,110,65,94,28
101330,105,46,71,9
101331,92,80,91,36
101332,61,68,81,37
101333,75,54,52,23
101334,92,20,74,24
101335,106,73,55,34
101336,104,46,78,27
101337,106,76,91,14
101338,52,88,53,33
101339,63,32,63,29
101340,89,95,87,11
101341,61,69,82,14
101342,73,26,50,7
101343,83,96,92,23
101344,77,62,83,24
101345,73,92,54,9
101346,59,45,55,29
101347,56,80,71,23
101348,103,95,65,9
101349,74,32,69,18
101350,53,22,64,31
101351,58,59,70,19
101352,100,28,89,17
101353,91,68,87,6
101354,60,32,90,20
101355,101,89,80,40
101356,73,97,76,36
101357,98,20,95,9
101358,83,97,74,30
101359,63,86,51,31
101360,75,20,94,17
101361,103,80,93,36
101362,94,33,92,7
101363,60,38,80,31
101364,86,95,99,6
101365,92,54,53,36
101366,92,77,67,9
101367,65,42,77,21
101368,108,20,79,25
101369,58,91,93,9
101370,91,37,67,40
101371,76,99,87,15
101372,99,43,96,40
101373,52,44,97,12
101374,68,56,65,16
101375,67,47,56,30
101376,102,83,100,33
101377,75,37,54,14
101378,62,73,50,15
101379,93,61,74,37
101380,105,37,98,11
101381,103,84,62,20
101382,98,65,83,16
101383,76,48,76,19
101384,51,31,54,29
101385,56,28,93,5
101386,95,73,97,15
101387,102,64,60,38
101388,59,57,73,6
101389,67,52,78,13
101390,53,21,95,32
101391,58,87,73,22
101392,64,36,72,9
101393,92,48,54,21
101394,95,38,90,21
101395,69,48,65,17
101396,90,34,66,20
101397,70,85,99,25
101398,54,43,55,31
101399,73,50,76,16
101400,82,52,91,36
101401,81,55,65,9
101402,63,35,55,10
101403,84,55,69,28
101404,94,67,61,19
101405,90,41,89,25
101406,64,68,66,22
101407,90,20,90,28
101408,70,63,65,32
101409,55,37,60,38
101410,58,21,64,11
101411,63,31,62,19
101412,63,98,69,22
101413,80,33,64,37
101414,79,52,68,10
101415,94,75,66,25
101416,101,36,93,36
101417,56,72,51,22
101418,75,41,73,39
101419,58,98,69,8
101420,77,34,51,14
101421,102,44,77,32
101422,93,54,71,26
101423,70,73,81,40
101424,81,36,60,8
101425,107,73,88,29
101426,104,64,50,33
101427,85,47,85,40
101428,73,20,73,26
101429,105,51,64,40
101430,90,95,54,18
101431,66,94,95,39
101432,62,54,50,23
101433,91,49,100,14
101434,91,40,57,5
101435,64,95,62,17
101436,58,43,61,30
101437,79,65,66,11
101438,90,37,84,8
101439,90,94,96,12
101440,92,32,95,18
101441,88,44,81,18
101442,55,37,74,20
101443,71,83,56,18
101444,67,55,61,12
101445,95,48,99,16
101446,50,33,66,36
101447,58,25,71,39
101448,54,48,75,6
101449,100,48,52,23
101450,60,88,81,26
101451,61,76,100,33
101452,56,96,98,12
101453,108,57,85,26
101454,74,86,79,9
101455,109,24,87,32
101456,88,74,87,36
101457,97,99,54,26
101458,87,86,74,22
101459,65,55,52,7
101460,93,26,86,9
101461,101,95,59,40
101462,86,43,86,40
101463,107,31,63,19
101464,69,69,65,37
101465,57,51,60,27
101466,90,82,95,22
101467,97,39,77,15
101468,86,44,51,7
101469,55,73,79,22
101470,84,94,60,17
101471,71,81,79,13
101472,55,85,59,33
101473,107,86,96,25
101474,76,61,81,9
101475,69,32,97,15
101476,92,40,88,30
101477,90,33,95,24
101478,70,99,70,8
101479,103,43,71,15
101480,95,42,66,30
101481,96,21,58,38
101482,72,74,59,17
101483,103,81,76,30
101484,104,79,51,32
101485,62,60,51,40
101486,96,46,79,6
101487,92,83,50,22
101488,73,25,86,27
101489,57,29,96,39
101490,108,67,62,12
101491,89,48,68,34
101492,92,21,58,21
101493,85,72,83,8
101494,64,67,73,25
101495,65,82,82,16
101496,79,93,70,25
101497,104,50,100,9
101498,62,25,96,8
101499,108,29,65,31
101500,58,33,91,10
101501,78,90,51,39
101502,98,92,67,14
101503,82,77,89,7
101504,101,51,52,11
101505,71,74,82,7
101506,100,33,53,40
101507,104,32,91,29
101508,101,21,79,19
101509,93,67,87,10
101510,50,27,56,28
101511,67,75,94,28
101512,51,25,97,27
101513,78,92,66,13
101514,59,79,79,40
101515,55,95,76,37
101516,91,65,54,29
101517,93,28,92,17
101518,99,45,51,8
101519,72,71,57,31
101520,63,44,53,35
101521,91,47,52,14
101522,68,95,84,36
101523,71,24,89,6
101524,99,55,91,7
101525,70,73,69,25
101526,102,90,52,34
101527,69,69,53,29
101528,58,58,72,25
101529,90,63,74,36
101530,96,30,68,32
101531,86,34,72,15
101532,83,31,80,7
101533,57,27,97,26
101534,104,85,55,19
101535,72,94,72,33
101536,51,60,95,27
101537,68,92,55,28
101538,50,35,59,23
101539,50,59,59,18
101540,108,38,78,7
101541,76,59,70,24
101542,54,99,76,15
101543,80,47,62,40
101544,95,44,57,18
101545,100,22,56,37
101546,91,87,70,15
101547,50,86,95,36
101548,50,24,93,32
101549,53,52,58,6
101550,99,98,51,8
101551,96,93,80,24
101552,67,100,83,39
101553,60,28,52,13
101554,88,84,91,19
101555,93,75,64,11
101556,57,95,54,37
101557,76,33,77,34
101558,105,59,87,6
101559,68,70,88,17
101560,80,20,91,10
101561,92,61,90,18
101562,88,95,70,39
101563,108,22,89,18
101564,106,77,75,12
101565,55,84,75,11
101566,61,81,66,24
101567,74,93,71,13
101568,91,67,80,33
101569,83,35,75,9
101570,61,85,52,37
101571,68,26,92,9
101572,98,93,54,36
101573,71,62,79,9
101574,71,38,57,17
101575,98,32,52,26
101576,74,27,52,28
101577,73,65,53,23
101578,108,76,88,22
101579,55,22,53,12
101580,79,37,80,13
101581,84,95,93,10
101582,107,89,75,23
101583,75,38,55,6
101584,72,37,83,34
101585,85,86,72,14
101586,51,71,69,38
101587,74,51,75,37
101588,73,72,85,34
101589,97,32,92,7
101590,56,81,62,33
101591,74,33,83,25
101592,90,25,61,8
101593,65,92,59,8
101594,58,87,71,20
101595,64,40,51,20
101596,84,37,78,21
101597,110,84,74,35
101598,52,69,77,18
101599,94,95,52,14
101600,65,26,70,22
101601,101,70,82,36
101602,108,74,92,28
101603,107,70,87,8
101604,93,84,88,14
101605,103,21,51,27
101606,85,94,64,38
101607,82,63,72,7
101608,110,93,97,26
101609,62,42,64,5
101610,58,90,98,8
101611,58,58,69,27
101612,85,25,62,38
101613,51,60,94,31
101614,53,77,71,38
101615,54,49,50,21
101616,71,38,93,17
101617,86,60,91,35
101618,73,66,56,15
101619,53,53,78,33
101620,76,71,72,21
101621,87,83,65,8
101622,99,81,76,13
101623,75,54,63,23
101624,51,23,88,34
101625,78,77,86,30
101626,50,68,50,10
101627,102,71,85,35
101628,91,39,79,12
101629,56,78,70,32
101630,79,69,65,32
101631,97,27,55,40
101632,83,58,86,19
101633,54,74,86,26
101634,105,98,78,35
101635,67,74,62,24
101636,72,44,52,39
101637,66,52,64,40
101638,83,94,54,7
101639,101,100,57,36
101640,84,60,56,23
101641,99,79,96,23
101642,79,67,97,39
101643,98,31,60,29
101644,80,29,85,9
101645,93,29,58,39
101646,68,75,59,11
101647,54,98,65,8
101648,58,64,69,30
101649,74,33,73,20
101650,91,25,92,40
101651,105,65,100,21
101652,98,61,87,32
101653,71,51,75,30
101654,104,97,50,20
101655,65,93,56,34
101656,67,33,96,23
101657,100,92,63,6
101658,106,30,57,26
101659,81,25,93,28
101660,67,51,57,17
101661,107,65,53,20
101662,78,53,94,35
101663,80,88,67,32
101664,67,71,77,25
101665,98,38,82,34
101666,80,96,98,20
101667,105,100,65,24
101668,66,76,82,35
101669,107,29,59,26
101670,73,95,88,27
101671,105,95,91,5
101672,102,83,67,10
101673,94,52,95,13
101674,73,52,77,11
101675,58,72,83,18
101676,78,76,100,16
101677,101,68,53,40
101678,67,32,67,35
101679,84,61,60,13
101680,73,69,58,15
101681,52,98,87,25
101682,65,68,76,9
101683,70,26,54,29
101684,59,24,93,35
101685,62,65,71,11
101686,73,22,52,19
101687,102,69,85,39
101688,84,91,93,10
101689,70,31,77,20
101690,65,56,61,25
101691,71,78,68,14
101692,92,61,69,19
101693,99,60,70,16
101694,66,46,91,21
101695,89,57,88,36
101696,92,60,87,21
101697,51,51,99,23
101698,97,83,96,25
101699,54,61,95,30
101700,86,42,53,26
101701,97,91,89,7
101702,79,89,90,37
101703,103,75,94,24
101704,104,61,93,26
101705,92,46,94,14
101706,86,20,60,13
101707,109,87,94,31
101708,85,88,59,39
101709,99,27,71,39
101710,68,94,66,34
101711,75,31,54,6
101712,107,43,67,35
101713,104,61,77,21
101714,90,88,71,23
101715,72,33,98,40
101716,108,24,50,29
101717,104,75,92,12
101718,78,64,77,8
101719,96,20,61,25
101720,70,78,84,6
101721,98,86,56,31
101722,106,56,61,11
101723,60,49,86,38
101724,95,45,65,22
101725,66,23,86,13
101726,98,49,84,13
101727,55,97,79,7
101728,68,33,53,29
101729,92,57,60,13
101730,90,97,52,32
101731,66,73,72,30
101732,70,68,98,34
101733,106,48,69,19
101734,108,37,80,17
101735,83,36,81,8
101736,94,54,61,13
101737,84,43,87,39
101738,54,76,99,7
101739,88,69,91,21
101740,51,72,62,34
101741,107,83,81,24
101742,52,84,97,10
101743,53,83,52,31
101744,81,86,63,9
101745,97,31,63,16
101746,51,28,80,23
101747,65,100,63,25
101748,109,81,57,20
101749,56,35,54,32
101750,100,41,78,36
101751,101,87,87,5
101752,102,38,95,37
101753,77,82,84,37
101754,105,36,70,5
101755,51,48,58,29
101756,82,100,83,10
101757,85,89,79,15
101758,77,78,95,28
101759,84,94,80,14
101760,67,47,64,21
101761,83,33,82,38
101762,56,85,80,19
101763,105,37,96,6
101764,109,76,99,16
101765,92,93,96,33
101766,50,66,60,9
101767,86,86,84,25
101768,70,94,61,13
101769,66,30,80,26
101770,63,76,73,30
101771,62,91,97,22
101772,104,86,97,38
101773,53,76,73,11
101774,108,31,51,39
101775,106,52,74,15
101776,67,59,81,33
101777,87,64,55,34
101778,85,58,64,30
101779,74,62,73,15
101780,72,95,61,13
101781,105,100,94,12
101782,95,57,79,23
101783,79,24,97,15
101784,81,35,73,15
101785,90,45,92,22
101786,70,97,63,26
101787,85,36,50,22
101788,51,21,74,24
101789,63,72,59,29
101790,87,75,78,27
101791,51,58,57,24
101792,57,92,66,39
101793,66,87,91,9
101794,69,69,80,35
101795,109,48,85,11
101796,89,87,96,32
101797,78,61,80,6
101798,70,21,88,10
101799,79,84,65,30
101800,98,84,73,33
101801,87,33,86,20
101802,60,87,57,23
101803,95,41,77,17
101804,87,78,56,40
101805,60,45,59,11
101806,57,62,83,39
101807,77,80,53,11
101808,85,46,97,32
101809,59,83,76,5
101810,89,67,69,29
101811,81,45,80,18
101812,55,40,78,23
101813,67,69,75,24
101814,55,53,68,15
101815,103,98,85,30
101816,72,55,76,31
101817,102,42,99,16
101818,64,90,92,17
101819,79,95,50,27
101820,56,81,86,18
101821,56,95,66,12
101822,59,36,99,10
101823,93,69,75,36
101824,59,42,60,34
101825,80,40,75,20
101826,59,66,54,9
101827,98,38,60,5
101828,60,55,60,13
101829,75,44,97,11
101830,109,20,78,24
101831,84,57,50,39
101832,97,23,88,17
101833,95,98,97,12
101834,76,26,64,26
101835,90,28,81,11
101836,61,79,78,16
101837,59,35,54,19
101838,102,56,54,19
101839,105,62,56,9
101840,58,73,58,20
101841,88,28,75,31
101842,94,86,58,38
101843,73,69,66,13
101844,91,20,69,18
101845,75,34,98,23
101846,87,41,68,5
101847,50,88,50,36
101848,97,88,86,19
101849,100,27,74,24
101850,98,65,88,31
101851,66,40,59,11
101852,65,52,72,10
101853,51,33,82,13
101854,98,26,99,23
101855,50,93,99,11
101856,94,87,71,38
101857,77,78,74,35
101858,101,93,72,15
101859,50,69,74,25
101860,50,25,92,8
101861,58,60,99,32
101862,84,92,93,28
101863,108,62,68,6
101864,106,38,67,12
101865,76,35,64,28
101866,96,83,55,7
101867,60,53,63,35
101868,98,78,86,34
101869,74,30,91,14
101870,86,65,60,10
101871,77,46,66,38
101872,88,98,52,22
101873,66,71,87,35
101874,101,70,83,28
101875,55,58,94,10
101876,78,66,91,39
101877,70,98,64,10
101878,54,54,61,23
101879,75,20,66,30
101880,60,32,89,15
101881,108,89,62,24
101882,62,64,62,32
101883,69,27,66,28
101884,64,77,52,27
101885,57,74,65,26
101886,99,91,56,39
101887,105,51,95,30
101888,77,31,70,33
101889,60,42,69,11
101890,98,37,51,12
101891,102,65,76,22
101892,88,82,55,10
101893,89,89,100,35
101894,91,89,96,25
101895,62,27,80,25
101896,70,87,74,38
101897,66,100,76,28
101898,98,23,79,33
101899,87,60,59,10
101900,72,84,60,8
101901,72,72,90,28
101902,99,83,70,25
101903,67,67,76,39
101904,57,24,100,9
101905,86,73,89,28
101906,67,78,53,16
101907,62,73,79,39
101908,59,34,70,32
101909,93,61,54,34
101910,87,98,77,18
101911,102,76,65,5
101912,66,29,88,25
101913,86,82,62,36
101914,60,77,73,40
101915,106,74,99,6
101916,73,50,59,17
101917,85,57,98,18
101918,94,78,53,8
101919,103,36,73,9
101920,93,33,52,14
101921,87,71,92,30
101922,63,64,80,40
101923,71,62,78,18
101924,71,34,77,31
101925,105,53,73,33
101926,65,95,71,8
101927,84,95,85,32
101928,73,26,72,13
101929,71,23,82,38
101930,104,73,52,21
101931,89,94,55,31
101932,89,89,56,11
101933,72,91,51,37
101934,109,54,67,40
101935,96,46,85,33
101936,85,45,57,20
101937,53,92,83,28
101938,77,98,86,24
101939,98,73,99,13
101940,102,21,81,20
101941,88,89,90,30
101942,76,88,81,13
101943,67,40,93,27
101944,91,46,52,9
101945,67,44,63,15
101946,89,75,60,23
101947,64,85,86,30
101948,60,88,68,16
101949,50,55,79,9
101950,71,59,66,23
101951,87,34,83,28
101952,100,48,69,15
101953,77,28,72,39
101954,93,71,99,18
101955,81,36,72,22
101956,56,84,56,30
101957,50,73,99,34
101958,58,66,99,8
101959,89,27,55,39
101960,64,47,94,24
101961,72,23,83,13
101962,70,52,80,37
101963,56,94,91,38
101964,109,34,97,7
101965,76,83,85,37
101966,86,20,52,36
101967,84,71,70,26
101968,53,78,77,11
101969,54,85,60,15
101970,74,51,54,30
101971,95,36,51,28
101972,86,95,90,19
101973,51,51,59,26
101974,103,95,68,30
101975,98,47,66,36
101976,95,65,70,29
101977,110,39,72,6
101978,69,24,94,21
101979,69,84,82,21
101980,81,33,81,26
101981,86,28,69,39
101982,103,65,69,38
101983,103,23,90,22
101984,71,87,72,23
101985,77,63,81,8
101986,56,58,87,7
101987,64,97,75,21
101988,80,35,56,40
101989,62,70,79,18
101990,68,47,100,24
101991,62,85,76,37
101992,75,45,92,32
101993,106,49,63,20
101994,105,95,57,30
101995,96,20,50,32
101996,90,46,72,28
101997,85,86,81,40
101998,90,25,74,39
101999,101,97,94,28
102000,74,37,70,40
102001,76,91,84,9
102002,64,92,99,14
102003,99,54,50,24
102004,98,60,72,34
102005,97,50,93,9
102006,62,88,90,27
102007,91,30,62,19
102008,106,41,93,9
102009,75,54,96,14
102010,76,52,74,18
102011,76,42,100,10
102012,99,76,71,33
102013,56,76,60,18
102014,77,29,64,39
102015,62,74,70,15
102016,57,70,77,26
102017,71,59,75,10
102018,85,40,76,36
102019,78,57,85,36
102020,77,58,69,13
102021,80,32,68,21
102022,102,97,90,11
102023,98,61,56,28
102024,92,99,99,5
102025,90,39,61,15
102026,77,60,71,8
102027,56,51,78,9
102028,61,63,55,36
102029,61,62,85,38
102030,105,94,86,10
102031,110,38,51,31
102032,85,57,57,29
102033,74,43,83,20
102034,82,69,68,35
102035,81,94,58,8
102036,107,83,55,19
102037,56,23,99,33
102038,80,97,75,8
102039,66,22,86,5
102040,95,87,92,14
102041,86,70,63,15
102042,92,77,99,28
102043,56,87,54,35
102044,86,67,89,20
102045,101,66,94,36
102046,88,46,65,14
102047,92,47,82,33
102048,76,21,52,25
102049,71,57,99,40
102050,70,36,95,27
102051,75,24,70,29
102052,81,94,88,29
102053,62,24,85,23
102054,84,41,57,28
102055,74,28,50,15
102056,68,42,92,19
102057,81,47,60,24
102058,52,61,57,28
102059,63,82,84,33
102060,55,93,95,14
102061,80,98,58,23
102062,95,81,64,18
102063,86,72,82,12
102064,110,83,63,37
102065,56,82,73,19
102066,92,65,80,6
102067,100,48,51,10
102068,94,47,95,38
102069,104,43,70,18
102070,57,52,76,26
102071,56,77,91,36
102072,109,69,55,18
102073,59,75,59,20
102074,108,53,99,35
102075,97,45,56,39
102076,61,43,91,8
102077,107,87,95,9
102078,70,91,57,39
102079,79,32,58,40
102080,105,42,64,40
102081,67,83,60,38
102082,86,77,97,28
102083,98,45,57,33
102084,76,20,98,38
102085,85,42,93,33
102086,50,41,78,34
102087,110,23,63,8
