sample_id,buses_operating,total_buses,avg_vehicles_per_hour,peak_hour_multiplier,congested_west,congested_south,congested_east,congested_north,congested_central
8728,179,300,5591,1.84,0,1,0,1,0
8729,130,300,8575,1.26,1,0,1,1,1
8730,146,300,6215,1.36,1,1,1,0,0
8731,124,300,5971,1.62,0,1,1,1,0
8732,161,300,7068,1.6,1,0,1,0,0
8733,134,300,4165,1.34,1,1,1,1,1
8734,270,300,8691,1.71,0,0,1,1,0
8735,217,300,7329,1.87,1,0,0,1,0
8736,174,300,3933,1.56,1,1,1,1,0
8737,262,300,3782,2.11,1,1,1,0,0
8738,125,300,6136,1.5,1,0,1,0,0
8739,126,300,4710,1.61,0,1,1,1,0
8740,138,300,3304,1.24,1,0,0,0,0
8741,259,300,6628,1.87,1,0,1,1,1
8742,237,300,6138,1.9,1,0,0,1,1
8743,121,300,3917,2.19,1,1,1,0,0
8744,268,300,5880,2.12,1,0,0,1,1
8745,226,300,6232,1.39,0,1,1,0,0
8746,134,300,6286,2.0,0,0,1,1,0
8747,196,300,4592,2.09,1,1,0,1,0
8748,181,300,3747,2.2,0,1,0,0,0
8749,243,300,6988,2.15,0,1,0,1,1
8750,252,300,5123,2.03,0,1,0,1,1
8751,168,300,3983,1.47,0,0,0,1,0
8752,267,300,8120,1.95,1,0,1,0,1
8753,278,300,5031,2.06,1,1,0,0,0
8754,182,300,3335,1.62,1,0,0,0,0
8755,263,300,7925,1.57,0,0,1,1,0
8756,166,300,7860,1.75,0,1,0,1,0
8757,215,300,8534,1.33,1,0,1,1,0
8758,211,300,7859,1.7,0,1,1,0,0
8759,219,300,5747,1.88,0,0,0,0,1
8760,192,300,4035,1.31,1,1,0,0,1
8761,135,300,3476,1.27,1,0,0,0,1
8762,224,300,6262,1.23,1,0,0,1,1
8763,130,300,4213,1.47,0,0,0,0,1
8764,166,300,8560,1.53,0,1,1,1,0
8765,152,300,4017,1.61,0,1,0,1,1
8766,201,300,5444,2.03,1,1,0,1,0
8767,206,300,6037,2.06,0,0,1,1,1
8768,191,300,3891,1.58,1,0,1,0,0
8769,266,300,7781,1.23,0,0,1,0,0
8770,274,300,3339,1.48,1,0,1,0,1
8771,226,300,7302,1.37,0,1,0,0,1
8772,187,300,3021,1.43,0,1,0,1,0
8773,149,300,4793,1.41,1,1,0,0,1
8774,153,300,5687,1.3,1,0,0,0,1
8775,161,300,6326,1.68,1,0,1,0,0
8776,186,300,7583,2.17,1,0,0,1,0
8777,237,300,8300,1.8,0,1,1,1,0
8778,245,300,4258,1.32,1,1,0,1,0
8779,131,300,4169,2.08,1,0,1,0,0
8780,185,300,3602,1.69,1,0,1,0,1
8781,153,300,6612,1.99,1,0,0,0,1
8782,184,300,3535,1.67,1,0,1,1,1
8783,258,300,8471,2.0,0,0,1,1,1
8784,262,300,7019,1.91,0,1,1,1,0
8785,143,300,5051,1.51,1,0,0,1,1
8786,218,300,5052,1.49,1,0,1,1,0
8787,237,300,8469,1.4,0,0,1,1,1
8788,261,300,4172,1.89,1,0,0,0,1
8789,260,300,3692,1.65,0,1,1,1,0
8790,176,300,8794,1.2,1,1,1,0,0
8791,163,300,7264,1.43,1,0,1,0,1
8792,145,300,4295,1.28,0,0,1,0,0
8793,215,300,6210,1.4,0,0,0,1,1
8794,205,300,5548,1.49,0,1,1,1,1
8795,141,300,4622,2.02,0,0,0,1,1
8796,179,300,3604,1.34,1,1,0,0,1
8797,183,300,4576,1.46,0,1,1,0,1
8798,252,300,8704,2.09,1,1,1,1,1
8799,223,300,7083,2.0,0,1,0,1,1
8800,232,300,6790,1.21,0,1,0,1,1
8801,130,300,3954,1.77,0,0,1,0,0
8802,154,300,8001,2.01,0,0,1,0,1
8803,234,300,7478,1.55,1,1,0,1,1
8804,254,300,8892,1.5,0,0,0,1,0
8805,156,300,3424,1.57,1,1,1,0,0
8806,167,300,3247,2.16,0,1,0,0,0
8807,280,300,5060,1.62,0,1,1,0,0
8808,195,300,5561,1.35,0,1,1,0,1
8809,238,300,4907,1.67,1,0,1,0,0
8810,180,300,4560,1.34,1,0,1,1,0
8811,205,300,5145,1.32,1,0,1,0,0
8812,155,300,7130,2.03,1,1,1,0,1
8813,136,300,3332,1.88,1,1,0,1,1
8814,152,300,7517,1.36,1,0,1,0,0
8815,136,300,5427,1.54,0,0,0,1,1
8816,201,300,6133,1.59,1,1,1,0,1
8817,157,300,5790,2.07,0,1,0,1,0
8818,158,300,8489,1.2,0,0,0,1,1
8819,187,300,3897,2.09,0,1,0,1,1
8820,272,300,8447,1.32,1,0,0,1,1
8821,252,300,8414,1.87,0,0,1,1,1
8822,163,300,5644,1.22,1,1,0,1,0
8823,247,300,3751,1.46,1,0,0,0,0
8824,273,300,3548,1.56,1,0,1,1,1
8825,205,300,3544,1.65,0,1,1,1,0
8826,137,300,8678,1.79,0,0,1,0,0
8827,165,300,4344,2.09,1,1,1,0,0
8828,225,300,3447,1.56,0,1,1,1,0
8829,252,300,5313,1.65,0,0,0,1,0
8830,225,300,7906,1.87,1,1,1,0,0
8831,209,300,5623,1.71,1,0,1,1,1
8832,264,300,7370,1.24,1,0,1,1,0
8833,222,300,8268,2.0,1,0,1,0,0
8834,205,300,3912,2.08,0,0,1,1,1
8835,126,300,8596,2.05,1,0,0,0,0
8836,171,300,6478,2.01,0,1,0,1,0
8837,161,300,8643,1.38,0,0,0,1,0
8838,122,300,8921,1.37,1,0,1,0,0
8839,161,300,6976,2.15,1,1,0,1,1
8840,204,300,5364,1.79,1,0,1,0,0
8841,214,300,3182,2.12,1,0,1,1,1
8842,126,300,6669,2.13,1,1,0,0,0
8843,234,300,5131,1.94,0,0,0,1,1
8844,121,300,6276,1.91,0,1,1,1,1
8845,248,300,4160,1.69,0,1,1,0,0
8846,129,300,7982,1.49,0,0,1,0,1
8847,130,300,7138,1.64,0,0,1,0,0
8848,198,300,8028,1.86,0,1,0,1,1
8849,187,300,6489,1.25,0,1,1,1,0
8850,267,300,5552,1.44,1,0,1,1,0
8851,182,300,4798,1.59,1,1,1,1,0
8852,238,300,5584,1.32,1,1,1,0,0
8853,248,300,8806,1.29,1,0,1,1,0
8854,229,300,7804,1.34,1,0,0,0,0
8855,124,300,4758,1.42,0,1,0,1,1
8856,133,300,7793,2.08,0,0,1,1,0
8857,244,300,3654,1.95,0,1,1,0,1
8858,243,300,6494,2.08,0,1,1,0,1
8859,250,300,3632,1.24,0,0,0,0,1
8860,154,300,5490,1.36,0,0,1,0,0
8861,146,300,3076,1.98,0,0,0,1,1
8862,253,300,4437,1.77,1,1,0,1,1
8863,244,300,5980,2.15,1,0,1,0,1
8864,135,300,5301,1.79,0,1,1,1,0
8865,275,300,7968,1.55,0,0,0,0,1
8866,219,300,5510,1.37,0,1,1,1,1
8867,120,300,5291,1.33,0,1,1,1,1
8868,234,300,5437,1.52,0,0,1,0,1
8869,268,300,6939,1.68,0,0,0,1,0
8870,140,300,6361,1.91,0,0,0,1,0
8871,264,300,3718,1.74,1,1,1,1,1
8872,130,300,8843,1.73,0,0,1,0,1
8873,157,300,3143,1.28,0,0,0,1,0
8874,238,300,4241,1.38,1,1,1,1,1
8875,219,300,6488,1.85,1,0,1,1,0
8876,130,300,6151,1.93,1,1,0,1,1
8877,252,300,3409,1.69,1,1,0,0,1
8878,126,300,3804,2.11,1,1,1,0,0
8879,193,300,7815,2.08,0,0,0,0,1
8880,273,300,3184,2.1,0,0,0,1,0
8881,146,300,6143,1.59,1,1,0,0,0
8882,133,300,3626,2.19,1,0,0,1,0
8883,154,300,8640,1.71,0,0,0,1,0
8884,155,300,6772,1.67,0,1,0,1,0
8885,249,300,6388,2.02,0,1,1,0,0
8886,136,300,4995,1.31,0,0,1,0,0
8887,254,300,6747,1.36,1,1,1,1,0
8888,175,300,7310,1.76,0,1,1,1,1
8889,186,300,6478,1.93,0,1,1,1,0
8890,208,300,4848,1.53,1,0,1,1,1
8891,259,300,7660,1.34,0,0,1,1,1
8892,219,300,6182,1.28,0,1,1,0,0
8893,134,300,3936,1.63,1,1,1,1,1
8894,130,300,5858,2.11,0,0,0,1,1
8895,234,300,5201,1.92,1,1,0,1,1
8896,232,300,4380,2.08,1,1,1,1,1
8897,220,300,7762,1.38,1,0,0,1,0
8898,230,300,5409,2.08,0,1,1,1,0
8899,226,300,4852,2.08,0,0,1,0,0
8900,257,300,4301,2.03,0,1,0,1,0
8901,225,300,6607,1.2,1,0,1,0,0
8902,280,300,5156,2.18,1,0,1,0,1
8903,165,300,3202,1.89,1,0,0,0,0
8904,254,300,6085,1.36,1,1,1,0,0
8905,168,300,4538,1.24,0,1,1,0,0
8906,143,300,4892,1.41,0,0,1,0,1
8907,264,300,7583,1.43,1,1,0,1,1
8908,135,300,6375,2.15,1,1,0,0,1
8909,169,300,5332,1.66,0,1,1,0,1
8910,197,300,7922,2.16,1,0,1,0,0
8911,122,300,7249,1.32,0,0,0,1,0
8912,252,300,8327,1.95,0,0,0,0,1
8913,226,300,8251,1.2,0,0,1,0,0
8914,196,300,4849,1.75,0,0,1,1,1
8915,224,300,4132,2.01,1,1,1,1,1
8916,219,300,5775,1.55,1,0,0,0,0
8917,238,300,3539,2.0,0,1,1,0,0
8918,273,300,4388,2.2,0,1,1,0,0
8919,130,300,7811,1.22,1,1,1,1,0
8920,253,300,8894,1.52,0,0,0,1,1
8921,192,300,6399,2.08,1,0,0,0,1
8922,166,300,6135,1.37,1,0,1,0,0
8923,266,300,7615,1.59,0,1,0,1,0
8924,267,300,4070,2.02,0,0,1,1,0
8925,164,300,4923,2.19,0,1,0,1,1
8926,155,300,7500,1.78,1,1,0,1,1
8927,137,300,8414,1.51,1,0,0,0,1
8928,264,300,7141,2.04,0,0,1,1,0
8929,243,300,7133,1.29,0,0,1,0,0
8930,257,300,3906,1.53,0,0,1,1,1
8931,185,300,3574,1.93,1,0,1,0,0
8932,133,300,7341,1.42,1,0,0,1,0
8933,272,300,8467,1.93,0,0,0,1,0
8934,165,300,6490,2.0,1,1,1,1,0
8935,232,300,3462,2.19,0,1,1,0,0
8936,280,300,6795,1.59,1,0,0,0,0
8937,202,300,8827,2.15,0,0,0,1,1
8938,158,300,7144,2.02,1,1,1,1,0
8939,147,300,7182,2.06,0,1,0,0,1
8940,218,300,7659,1.68,1,1,0,0,0
8941,257,300,8197,1.66,1,0,0,0,0
8942,191,300,5954,1.79,1,1,0,1,1
8943,250,300,5822,1.47,0,0,0,1,1
8944,171,300,8567,2.13,0,0,1,1,1
8945,167,300,7393,1.81,1,0,0,0,0
8946,260,300,6948,1.59,0,0,1,1,0
8947,180,300,4884,1.72,0,1,1,0,1
8948,167,300,6050,1.86,1,1,1,1,0
8949,170,300,6002,1.64,0,1,0,0,1
8950,155,300,7139,1.66,1,1,0,0,1
8951,132,300,4643,1.7,0,0,1,1,0
8952,127,300,5075,1.79,0,0,0,0,1
8953,243,300,4510,1.94,0,0,0,1,0
8954,226,300,5341,2.18,0,0,1,0,1
8955,220,300,3084,1.22,0,1,1,1,0
8956,205,300,5360,1.5,0,0,0,1,0
8957,207,300,6691,1.82,0,1,1,0,0
8958,245,300,3542,1.52,1,0,1,0,1
8959,124,300,8032,1.44,1,1,1,0,1
8960,219,300,3717,1.37,1,0,0,0,0
8961,191,300,3364,1.22,0,1,0,1,1
8962,131,300,5914,1.73,1,1,0,1,1
8963,135,300,8790,1.64,1,0,0,0,1
8964,169,300,4062,2.19,0,1,1,1,0
8965,242,300,3421,2.1,1,0,0,1,0
8966,244,300,5725,1.82,0,0,1,1,0
8967,270,300,7041,1.97,1,0,1,0,1
8968,166,300,3183,2.13,1,1,0,1,1
8969,127,300,8908,2.16,0,0,0,1,0
8970,200,300,6699,2.19,1,0,1,0,0
8971,278,300,5132,1.28,1,0,0,0,0
8972,248,300,4754,2.14,0,1,0,1,1
8973,206,300,3715,2.12,0,1,1,0,1
8974,148,300,8867,2.07,1,1,0,0,0
8975,146,300,5193,1.62,0,1,1,0,1
8976,209,300,3639,1.5,1,0,0,1,1
8977,208,300,4783,1.5,0,1,0,1,1
8978,216,300,3785,1.83,1,0,1,1,1
8979,277,300,8021,1.63,0,1,0,0,1
8980,177,300,4703,1.67,1,0,1,0,1
8981,238,300,8802,1.74,0,0,1,0,1
8982,150,300,3504,1.56,1,1,0,1,0
8983,219,300,6466,1.43,1,1,0,0,1
8984,220,300,8945,1.87,1,0,0,0,1
8985,131,300,7183,2.0,0,0,1,1,0
8986,157,300,6833,1.57,0,1,0,1,0
8987,255,300,6218,2.02,0,0,0,1,1
8988,122,300,3782,1.24,1,0,1,0,1
8989,192,300,3098,1.79,1,0,1,0,0
8990,266,300,3582,2.01,1,0,1,0,0
8991,269,300,7746,1.66,0,1,0,0,0
8992,167,300,5011,1.36,1,1,0,0,0
8993,251,300,8609,1.67,0,1,0,1,1
8994,124,300,4782,1.48,0,0,1,1,0
8995,144,300,8606,1.51,0,1,1,0,1
8996,160,300,3185,1.38,0,1,1,0,1
8997,234,300,3654,1.38,0,1,0,0,1
8998,241,300,7208,1.86,1,0,0,1,1
8999,271,300,3543,1.57,0,1,1,0,1
9000,279,300,8057,1.66,0,0,1,1,1
9001,257,300,6401,1.54,0,0,1,0,1
9002,180,300,7223,1.68,1,0,1,0,0
9003,172,300,8564,1.52,1,1,1,0,0
9004,233,300,7522,1.65,0,1,0,0,0
9005,263,300,6885,1.54,1,0,1,1,1
9006,261,300,6311,1.73,1,0,0,1,1
9007,153,300,4671,1.53,0,0,1,0,0
9008,195,300,5109,1.9,0,0,0,1,1
9009,123,300,6151,2.04,0,1,0,1,1
9010,259,300,6123,1.56,0,1,0,1,0
9011,125,300,4384,1.55,1,0,0,1,0
9012,238,300,6291,1.22,0,1,1,0,1
9013,234,300,6240,1.44,0,0,1,0,1
9014,261,300,3267,2.02,0,1,0,1,0
9015,264,300,4981,1.33,0,1,0,0,1
9016,148,300,7327,1.38,0,1,0,0,1
9017,216,300,7037,2.18,0,0,0,0,1
9018,242,300,3548,2.08,0,1,1,0,1
9019,146,300,7001,1.69,0,1,1,1,1
9020,152,300,4646,1.56,0,1,0,0,1
9021,233,300,6398,1.64,0,0,0,1,0
9022,208,300,7103,1.37,1,1,1,0,0
9023,215,300,5089,2.15,1,1,1,0,0
9024,151,300,3081,1.35,0,1,0,1,0
9025,190,300,6929,1.3,1,0,1,0,0
9026,152,300,5459,1.78,1,0,1,0,0
9027,180,300,6576,2.02,1,1,0,1,1
9028,184,300,6479,1.31,1,0,0,0,1
9029,178,300,5977,1.49,0,1,0,1,1
9030,254,300,5191,1.42,1,1,0,1,1
9031,226,300,7201,1.68,0,1,1,0,0
9032,221,300,4306,1.61,1,1,0,1,0
9033,148,300,5035,1.85,0,0,0,1,0
9034,137,300,8278,1.27,0,0,0,1,0
9035,145,300,7338,1.52,1,0,1,0,0
9036,198,300,7820,1.32,1,1,1,1,0
9037,192,300,5808,2.0,1,1,0,1,0
9038,161,300,8283,1.41,1,0,0,1,0
9039,153,300,5276,1.27,0,1,0,0,0
9040,224,300,4198,1.97,0,0,0,1,1
9041,231,300,4064,1.33,0,0,0,1,1
9042,127,300,6955,2.08,0,0,1,0,0
9043,203,300,5326,2.05,1,0,1,1,0
9044,238,300,6596,1.36,1,0,0,0,0
9045,166,300,7704,1.6,1,0,1,1,0
9046,143,300,7205,1.58,0,1,0,0,0
9047,192,300,3963,1.78,0,0,0,0,1
9048,270,300,3023,1.52,1,0,1,0,1
9049,214,300,7778,2.09,0,0,1,1,0
9050,189,300,5507,1.81,1,1,1,0,1
9051,173,300,6589,1.31,0,0,1,1,0
9052,278,300,8479,2.03,1,1,1,1,1
9053,135,300,4007,1.97,1,1,0,0,0
9054,194,300,5509,1.9,1,0,0,0,1
9055,164,300,6129,1.55,1,0,1,0,1
9056,242,300,7555,1.34,0,0,1,1,1
9057,228,300,3407,1.24,0,1,0,0,1
9058,151,300,4225,1.96,0,1,1,0,0
9059,200,300,5045,1.25,1,1,1,0,0
9060,202,300,7360,1.65,1,0,0,1,1
9061,205,300,4983,1.98,0,0,1,0,1
9062,273,300,7683,1.39,1,1,0,1,0
9063,271,300,3491,1.45,1,0,1,0,1
9064,133,300,3414,1.72,1,1,1,1,0
9065,120,300,6549,1.78,1,0,0,0,0
9066,279,300,4532,2.01,0,0,0,1,1
9067,245,300,8943,2.17,0,1,1,0,1
9068,236,300,4746,1.24,0,0,1,1,0
9069,125,300,6046,2.05,0,0,0,1,1
9070,142,300,3917,1.6,1,1,0,0,0
9071,164,300,7940,1.43,1,1,0,0,0
9072,259,300,8561,1.65,1,1,1,1,0
9073,136,300,8619,1.29,0,1,1,1,1
9074,236,300,7623,1.47,0,0,1,0,1
9075,167,300,3855,1.61,1,0,1,0,1
9076,124,300,6620,1.86,1,1,0,0,0
9077,227,300,6093,2.07,0,0,0,1,1
9078,191,300,8829,1.52,0,1,1,0,1
9079,196,300,5217,1.41,1,0,1,0,0
9080,184,300,4629,1.77,1,0,1,1,0
9081,274,300,5994,1.71,1,0,1,1,0
9082,185,300,8516,2.2,0,1,0,1,0
9083,137,300,4202,1.28,1,1,0,1,0
9084,136,300,3677,2.11,1,1,0,1,0
9085,252,300,7169,1.44,0,1,1,0,0
9086,237,300,8099,1.22,0,1,1,0,0
9087,179,300,7837,1.88,1,1,0,1,1
9088,141,300,7305,1.24,1,0,0,0,0
9089,145,300,6100,1.89,1,0,1,0,1
9090,277,300,8080,1.65,1,1,1,0,1
9091,232,300,3948,1.69,0,0,1,1,1
9092,134,300,7971,1.7,1,0,0,0,1
9093,194,300,3744,1.5,1,0,1,0,0
9094,263,300,4338,2.13,0,0,0,0,1
9095,191,300,7488,1.78,0,0,0,0,1
9096,185,300,5022,1.33,0,1,0,0,1
9097,259,300,3147,1.2,1,0,0,0,0
9098,244,300,3701,1.93,1,0,0,1,1
9099,174,300,6918,1.83,1,0,1,0,1
9100,154,300,6672,1.7,1,1,1,0,1
9101,153,300,5514,1.23,1,1,1,0,1
9102,236,300,3997,1.9,0,0,1,1,0
9103,246,300,6773,1.96,1,0,0,0,0
9104,243,300,6740,1.51,1,0,0,1,0
9105,280,300,8552,1.2,0,0,0,0,1
9106,274,300,3085,1.2,0,1,1,0,1
9107,274,300,8879,1.78,0,1,1,0,0
9108,258,300,3367,1.38,1,0,0,1,0
9109,204,300,7712,1.98,0,1,1,0,0
9110,128,300,4734,1.51,1,0,0,1,0
9111,229,300,5675,1.6,0,0,0,1,1
9112,263,300,8225,1.69,0,0,1,0,0
9113,200,300,8598,1.56,1,0,0,1,1
9114,223,300,4474,1.96,1,1,0,1,0
9115,249,300,8047,1.64,0,0,1,0,0
9116,254,300,5799,1.42,1,0,1,1,1
9117,196,300,4996,1.68,1,0,1,1,1
9118,203,300,3142,2.04,0,0,0,1,1
9119,121,300,6968,2.12,0,0,1,0,0
9120,250,300,8901,1.53,1,0,0,0,1
9121,146,300,7981,1.2,1,1,0,0,0
9122,179,300,4604,1.54,1,0,0,0,0
9123,165,300,3106,1.52,0,0,1,0,1
9124,149,300,6666,1.29,1,0,0,0,1
9125,155,300,7069,1.79,1,0,1,0,1
9126,131,300,7409,1.81,0,1,1,1,1
9127,149,300,5200,2.05,0,0,0,0,1
9128,217,300,7407,2.16,0,1,1,1,1
9129,174,300,3890,1.38,0,0,0,1,1
9130,242,300,5731,2.18,1,0,1,0,1
9131,187,300,7854,1.99,1,0,0,0,0
9132,158,300,4598,1.79,0,1,1,0,0
9133,134,300,5544,1.63,1,0,0,1,1
9134,142,300,8944,2.11,0,0,0,0,1
9135,153,300,5349,1.76,0,0,1,1,0
9136,169,300,8499,1.96,1,0,0,0,1
9137,245,300,5381,1.37,0,1,0,1,1
9138,188,300,4156,1.23,1,1,1,0,0
9139,271,300,5217,2.17,0,1,1,1,1
9140,251,300,6978,1.65,0,0,0,0,1
9141,167,300,6179,2.16,0,0,0,1,0
9142,226,300,6857,1.36,1,1,1,1,1
9143,144,300,6891,2.0,1,1,0,0,0
9144,144,300,7761,1.36,1,1,1,1,1
9145,155,300,6065,2.04,0,1,1,0,1
9146,208,300,6749,2.11,1,1,0,0,0
9147,247,300,8526,1.25,0,1,0,1,1
9148,198,300,8362,1.38,1,1,1,1,0
9149,200,300,7801,1.46,1,1,1,0,0
9150,126,300,6362,1.57,0,0,0,0,1
9151,275,300,7250,1.59,1,1,0,0,1
9152,143,300,3058,2.16,1,0,1,1,1
9153,166,300,8379,1.26,0,0,0,1,0
9154,174,300,5188,1.39,1,1,1,1,0
9155,184,300,7845,1.41,0,1,0,0,1
9156,261,300,3482,1.58,1,1,0,1,1
9157,271,300,4001,1.93,0,0,1,1,1
9158,121,300,3401,1.81,0,1,1,0,0
9159,276,300,3783,1.45,1,0,1,1,1
9160,125,300,8460,1.79,0,0,1,1,1
9161,266,300,5370,2.04,1,0,0,0,0
9162,171,300,4073,1.83,0,1,1,1,0
9163,146,300,4423,1.47,0,0,1,0,1
9164,196,300,7817,1.36,0,1,1,0,1
9165,143,300,5249,1.26,1,1,0,1,1
9166,228,300,6211,1.52,1,1,0,1,1
9167,276,300,4621,1.55,0,1,0,1,0
9168,173,300,6728,1.57,1,1,1,1,1
9169,144,300,8016,1.66,0,1,1,0,0
9170,221,300,3173,1.99,0,0,1,0,1
9171,159,300,8901,1.33,0,0,1,1,1
9172,227,300,8065,1.83,1,1,0,1,1
9173,138,300,4655,2.02,0,0,0,1,1
9174,206,300,8399,1.58,1,1,1,0,1
9175,134,300,5351,1.98,0,1,0,1,0
9176,275,300,6254,2.18,0,0,0,1,1
9177,248,300,7334,1.91,0,0,1,1,0
9178,228,300,5715,2.16,0,1,1,0,0
9179,273,300,8460,1.96,1,1,1,1,1
9180,273,300,3010,1.64,0,1,1,1,0
9181,158,300,7068,2.15,0,0,0,0,1
9182,243,300,3398,1.67,0,1,1,0,0
9183,168,300,5274,1.22,0,0,1,0,0
9184,187,300,5134,1.34,0,1,0,0,1
9185,217,300,5534,1.86,0,0,1,1,1
9186,214,300,6343,2.15,0,1,0,1,0
9187,214,300,8866,1.52,1,1,0,1,1
9188,212,300,6821,1.54,0,0,1,1,1
9189,255,300,8032,1.28,0,0,1,1,0
9190,139,300,8345,1.53,1,0,0,1,0
9191,234,300,4947,1.36,0,1,0,0,0
9192,192,300,3705,1.98,0,1,0,0,0
9193,148,300,6701,1.4,1,0,0,1,0
9194,236,300,5611,1.25,1,1,1,1,0
9195,205,300,3301,2.13,1,1,0,1,0
9196,251,300,6513,1.67,0,1,0,0,0
9197,126,300,5904,1.82,0,0,1,1,1
9198,195,300,7688,2.16,1,1,1,0,1
9199,214,300,4065,1.81,0,0,0,1,0
9200,190,300,4527,2.18,0,1,1,1,0
9201,191,300,3786,1.3,1,0,1,1,1
9202,155,300,3634,2.0,0,0,1,1,1
9203,142,300,4963,1.24,1,0,0,0,1
9204,257,300,8583,1.61,0,0,1,1,1
9205,193,300,5546,1.91,0,0,0,1,0
9206,153,300,7633,1.27,0,1,1,0,0
9207,259,300,7479,2.17,0,0,0,0,1
9208,216,300,5864,1.27,1,1,0,0,1
9209,222,300,7482,1.68,1,0,0,1,0
9210,228,300,7419,1.58,1,1,1,1,1
9211,137,300,6672,1.66,1,1,0,1,0
9212,249,300,6978,1.81,0,1,0,0,0
9213,153,300,4776,1.44,1,1,1,0,0
9214,146,300,4189,1.93,1,0,1,0,0
9215,251,300,6882,1.48,1,0,0,1,0
9216,148,300,3188,1.44,1,0,0,1,0
9217,199,300,4792,1.76,0,0,1,1,0
9218,163,300,8045,1.98,1,0,1,1,0
9219,154,300,4207,2.03,1,0,0,0,0
9220,167,300,4000,1.36,0,1,1,0,1
9221,178,300,6694,1.96,1,0,1,0,1
9222,161,300,6080,2.15,1,1,1,0,1
9223,165,300,7716,1.66,0,1,1,1,1
9224,126,300,8794,1.46,0,0,0,1,0
9225,224,300,4851,1.9,0,0,0,0,1
9226,241,300,7012,1.59,1,0,1,0,0
9227,271,300,5298,1.64,1,1,1,1,0
9228,156,300,7985,1.72,0,0,0,1,0
9229,126,300,3535,1.39,0,0,1,0,0
9230,166,300,6073,1.78,1,1,1,1,0
9231,260,300,6508,1.47,1,0,0,0,0
9232,137,300,5188,1.4,0,0,1,0,0
9233,222,300,3800,1.68,1,1,1,1,1
9234,231,300,5724,1.45,0,1,0,0,0
9235,243,300,4208,1.28,0,1,0,1,0
9236,197,300,4106,2.16,1,0,0,1,1
9237,211,300,7454,1.57,1,0,1,0,1
9238,264,300,4058,1.57,1,1,1,1,1
9239,162,300,3176,1.87,0,0,1,1,0
9240,139,300,3311,1.93,1,1,0,1,0
9241,203,300,4444,1.27,0,0,0,1,1
9242,242,300,5797,1.23,1,1,1,1,0
9243,154,300,3528,1.66,1,1,1,1,0
9244,179,300,8820,2.17,0,1,1,1,1
9245,237,300,3576,1.34,0,0,1,0,0
9246,166,300,3437,1.83,1,1,0,0,1
9247,147,300,4501,1.3,0,1,0,1,0
9248,171,300,5212,2.15,1,0,0,1,1
9249,214,300,5533,1.41,1,1,0,1,1
9250,124,300,8116,1.33,0,0,1,1,0
9251,270,300,8098,1.31,0,0,0,0,1
9252,198,300,8299,1.61,1,0,1,1,0
9253,140,300,3229,1.63,0,0,0,1,0
9254,185,300,4425,1.31,0,0,1,0,0
9255,244,300,7858,1.45,1,1,1,1,0
9256,195,300,8063,1.38,1,1,0,1,1
9257,134,300,7293,1.23,0,1,1,1,0
9258,177,300,8198,1.93,1,0,0,0,0
9259,205,300,8491,2.03,1,1,0,1,0
9260,234,300,7249,1.38,1,0,0,1,1
9261,146,300,6269,1.52,0,1,0,0,1
9262,259,300,8427,1.28,1,0,0,1,0
9263,124,300,4800,1.97,0,1,0,0,1
9264,171,300,6934,1.83,0,0,1,0,0
9265,199,300,7573,1.87,1,0,0,0,0
9266,169,300,8853,1.25,1,1,1,1,0
9267,157,300,5918,1.47,0,1,0,0,0
9268,121,300,7440,1.52,1,0,0,1,0
9269,142,300,5126,2.17,0,0,1,1,0
9270,265,300,4138,1.61,0,0,1,1,1
9271,163,300,7248,1.88,0,0,1,0,0
9272,276,300,3192,1.81,0,1,1,0,1
9273,182,300,8736,1.51,1,1,1,0,1
9274,228,300,8476,1.75,0,0,0,0,1
9275,210,300,7264,1.28,1,0,0,0,1
9276,240,300,7659,1.36,0,0,1,1,0
9277,280,300,5199,1.29,0,0,0,0,1
9278,139,300,7376,2.11,0,0,0,0,1
9279,185,300,8265,1.4,0,1,1,0,1
9280,220,300,3467,2.19,1,1,0,0,0
9281,167,300,7454,2.15,1,0,1,0,0
9282,173,300,3190,1.36,1,1,0,0,1
9283,211,300,7072,1.83,1,1,0,0,0
9284,164,300,8676,1.84,0,1,0,1,1
9285,136,300,4079,1.55,1,0,0,0,1
9286,232,300,7927,1.81,0,0,1,1,1
9287,162,300,6124,1.34,0,1,1,0,0
9288,278,300,5384,1.23,1,0,1,0,1
9289,219,300,7064,1.28,0,1,1,0,1
9290,192,300,8135,2.12,1,1,1,1,0
9291,159,300,3162,1.24,1,0,1,0,0
9292,236,300,5338,1.43,0,1,0,1,0
9293,205,300,5458,1.57,1,1,0,0,0
9294,224,300,6433,2.1,0,0,0,1,1
9295,179,300,8124,1.34,0,0,0,1,0
9296,189,300,7390,2.03,1,0,0,1,1
9297,204,300,4369,1.26,0,1,0,0,1
9298,280,300,7187,1.62,0,1,1,0,0
9299,279,300,6194,2.05,1,1,0,0,0
9300,169,300,8411,1.28,1,0,0,1,0
9301,175,300,6890,1.28,1,1,0,0,0
9302,138,300,5377,2.2,0,1,0,1,1
9303,179,300,5073,2.09,0,1,1,0,0
9304,226,300,5554,1.63,1,0,1,0,1
9305,219,300,7269,2.11,0,1,0,0,1
9306,270,300,8265,1.65,1,0,0,0,1
9307,235,300,3763,1.69,0,0,1,1,0
