sample_id,roads_needing_repair,water_supply_level,sewer_system_health,emergency_response_time,pending_maintenance_tasks
11265,44,84.32,91.88,13.16,61
11266,35,80.93,74.52,18.66,59
11267,47,54.27,85.36,15.31,56
11268,24,59.35,96.27,22.24,52
11269,24,95.81,98.66,9.91,19
11270,41,79.04,91.29,18.03,25
11271,12,46.46,61.81,6.1,11
11272,20,43.66,91.05,8.46,16
11273,50,87.09,81.3,12.07,69
11274,12,39.76,83.58,10.9,67
11275,24,60.15,77.37,19.56,63
11276,23,60.92,83.3,23.32,21
11277,16,23.16,82.47,5.31,44
11278,36,83.67,84.98,19.2,13
11279,25,80.89,76.27,16.19,40
11280,27,91.46,86.45,13.68,40
11281,49,89.09,79.68,19.78,66
11282,9,81.54,64.48,8.94,26
11283,46,71.83,85.21,10.34,29
11284,29,23.34,99.27,13.47,61
11285,15,28.55,66.76,17.21,70
11286,41,44.24,76.92,11.98,32
11287,45,61.14,79.32,8.8,37
11288,46,93.76,95.65,10.64,56
11289,36,76.78,95.76,12.98,68
11290,15,44.84,96.43,16.94,32
11291,9,45.59,60.17,14.82,61
11292,24,40.06,88.88,16.75,49
11293,12,43.11,73.78,18.62,31
11294,7,23.11,96.08,23.99,67
11295,25,50.52,83.81,10.77,12
11296,14,70.97,60.76,10.42,43
11297,32,86.16,90.76,5.98,18
11298,45,53.07,60.18,23.0,51
11299,48,20.53,85.6,20.79,59
11300,33,41.84,74.93,8.86,41
11301,29,86.76,81.58,19.86,12
11302,13,89.75,60.3,5.04,42
11303,36,20.11,63.67,12.42,51
11304,31,52.56,99.73,6.79,22
11305,38,48.57,88.36,7.11,35
11306,8,75.49,89.86,16.06,30
11307,47,47.6,90.64,5.37,60
11308,6,83.67,91.48,21.72,40
11309,42,25.38,77.85,8.18,59
11310,25,33.66,70.16,16.65,16
11311,31,64.14,70.61,22.93,37
11312,44,29.6,84.48,13.35,32
11313,40,34.77,76.02,6.74,26
11314,37,32.65,83.71,22.82,32
11315,30,74.21,78.06,12.2,42
11316,12,29.91,95.33,13.7,15
11317,14,74.58,99.76,14.2,16
11318,15,95.77,71.95,7.51,21
11319,49,62.06,73.35,12.37,14
11320,24,29.7,98.8,22.0,35
11321,50,81.82,82.5,18.75,33
11322,42,52.69,98.22,19.47,34
11323,38,63.1,97.11,19.67,59
11324,50,87.13,88.36,12.75,12
11325,44,38.51,76.1,8.31,23
11326,19,91.45,99.72,19.97,46
11327,10,96.17,69.92,11.92,66
11328,27,45.77,60.26,19.1,19
11329,18,24.65,91.22,5.8,17
11330,47,65.2,98.45,13.95,12
11331,8,88.82,78.01,8.15,27
11332,36,43.62,61.77,21.21,67
11333,41,71.76,69.89,5.14,61
11334,33,48.82,92.15,15.56,14
11335,30,85.03,70.94,6.83,35
11336,42,66.8,67.68,7.09,68
11337,50,90.05,93.32,13.07,56
11338,39,90.15,78.25,7.82,55
11339,27,53.26,92.21,8.13,15
11340,41,95.05,96.47,8.56,49
11341,25,86.4,80.21,12.59,44
11342,16,96.51,75.99,12.87,16
11343,18,35.2,96.11,11.17,45
11344,32,77.25,74.26,13.27,28
11345,39,21.68,70.54,22.19,22
11346,22,54.41,64.16,24.15,24
11347,28,20.19,67.52,18.08,23
11348,12,22.45,68.72,11.87,16
11349,29,62.15,77.61,13.03,27
11350,29,82.27,89.27,21.88,20
11351,8,31.61,77.55,18.28,67
11352,43,79.5,84.04,24.69,69
11353,15,57.46,69.25,6.34,57
11354,46,48.59,78.56,9.16,60
11355,15,39.66,99.53,18.41,68
11356,17,67.1,83.8,20.93,63
11357,41,78.85,79.69,9.27,19
11358,16,60.33,70.36,5.03,67
11359,44,83.32,76.44,12.7,21
11360,50,84.81,66.51,12.63,59
11361,45,51.61,66.06,10.42,36
11362,43,49.07,63.61,15.87,19
11363,27,44.24,75.25,16.52,60
11364,7,73.09,63.86,21.31,61
11365,44,40.27,99.78,10.37,50
11366,18,98.71,78.03,10.93,25
11367,37,38.47,68.12,24.18,10
11368,31,64.12,71.64,9.31,70
11369,49,92.89,97.69,10.74,68
11370,16,25.23,90.56,19.83,46
11371,30,63.27,72.78,23.27,53
11372,31,46.54,91.82,24.03,15
11373,10,66.05,90.0,5.24,36
11374,29,23.62,93.36,19.04,31
11375,50,83.17,63.05,8.91,28
11376,28,98.13,68.98,23.97,25
11377,42,67.64,66.88,11.34,31
11378,20,58.07,72.4,24.55,29
11379,41,41.53,78.63,17.28,62
11380,6,54.71,60.11,14.98,38
11381,31,60.4,92.83,12.18,31
11382,15,92.35,61.29,23.57,24
11383,14,87.13,63.11,10.18,56
11384,44,85.16,93.61,7.89,25
11385,36,97.73,63.24,12.3,47
11386,19,91.83,87.32,22.77,58
11387,11,24.87,67.21,15.21,12
11388,49,40.53,95.88,23.55,30
11389,30,69.75,87.61,6.39,32
11390,25,52.11,79.34,12.49,48
11391,27,30.51,87.33,5.24,70
11392,44,85.45,92.41,22.34,18
11393,35,71.14,99.79,7.86,39
11394,10,46.45,90.09,8.27,62
11395,35,42.21,87.23,5.36,41
11396,37,98.46,96.07,23.58,49
11397,14,83.05,92.63,7.5,16
11398,41,32.73,87.28,12.37,56
11399,12,78.39,70.09,17.66,39
11400,45,78.33,77.35,6.34,42
11401,49,33.85,84.76,9.4,30
11402,44,58.76,96.74,21.85,13
11403,48,65.88,92.71,6.31,57
11404,39,21.33,90.94,14.82,61
11405,46,25.95,92.8,7.09,27
11406,26,96.59,66.79,7.85,49
11407,15,52.6,85.39,15.29,26
11408,33,79.83,60.4,24.47,14
11409,23,59.45,83.58,21.64,48
11410,6,88.96,85.1,9.19,47
11411,10,60.02,61.45,12.22,36
11412,32,39.25,67.45,19.17,12
11413,18,97.36,61.16,20.84,46
11414,39,45.29,97.74,22.57,23
11415,33,52.75,64.75,20.19,41
11416,32,89.6,63.76,8.57,62
11417,24,54.58,72.25,16.75,12
11418,13,55.05,88.38,23.16,24
11419,13,53.51,91.86,14.2,41
11420,21,77.18,61.32,16.38,44
11421,26,95.1,63.59,16.94,69
11422,43,84.38,63.65,16.84,36
11423,43,64.89,78.67,12.2,62
11424,36,92.78,77.24,5.93,53
11425,10,67.18,63.72,16.24,39
11426,22,84.64,94.06,20.97,11
11427,41,34.21,64.89,23.83,22
11428,36,76.9,81.24,12.69,39
11429,14,39.39,69.05,5.2,40
11430,14,46.56,92.76,6.55,35
11431,46,72.9,85.28,23.38,44
11432,23,61.77,69.03,18.78,55
11433,14,53.03,80.34,17.68,68
11434,11,99.31,65.33,19.11,12
11435,29,28.69,97.27,8.17,69
11436,50,45.99,63.25,24.69,47
11437,19,37.69,90.26,18.91,49
11438,27,52.68,65.58,11.86,57
11439,9,41.36,92.69,14.24,48
11440,13,77.47,92.94,13.6,67
11441,25,22.39,60.13,8.52,58
11442,29,69.35,81.34,8.67,58
11443,15,55.52,66.46,9.0,69
11444,25,80.83,66.88,13.47,36
11445,45,48.24,88.7,24.8,16
11446,24,62.74,81.86,19.15,33
11447,13,90.31,67.04,6.2,33
11448,18,51.47,65.87,10.39,57
11449,29,24.29,93.56,21.15,59
11450,12,28.39,78.82,8.66,49
11451,44,61.59,62.89,17.11,65
11452,7,92.6,79.58,23.61,37
11453,45,95.55,69.47,22.11,56
11454,14,86.47,99.89,21.72,33
11455,37,63.81,66.85,20.95,24
11456,24,56.09,82.82,14.25,42
11457,42,51.83,97.15,14.79,27
11458,22,58.28,68.64,20.33,49
11459,25,48.86,60.84,11.85,36
11460,20,59.55,67.45,24.56,35
11461,30,36.24,95.65,12.14,38
11462,49,51.85,93.2,19.81,34
11463,36,36.34,74.69,19.95,35
11464,40,84.5,69.14,9.65,53
11465,7,21.25,96.66,11.75,20
11466,46,81.38,84.39,10.56,43
11467,32,31.24,72.93,14.39,38
11468,39,45.8,86.8,10.42,35
11469,44,52.23,87.12,10.97,66
11470,15,62.1,75.57,14.28,35
11471,8,74.38,65.64,22.6,31
11472,14,87.65,99.65,19.59,62
11473,13,57.15,80.3,20.84,70
11474,39,46.7,63.37,17.54,43
11475,41,52.19,98.78,5.8,32
11476,45,26.27,99.36,24.13,31
11477,39,27.36,65.88,6.43,59
11478,38,50.17,91.11,5.37,39
11479,25,20.95,61.76,18.27,25
11480,33,88.84,87.13,6.25,27
11481,48,28.64,77.8,21.16,22
11482,42,86.12,78.09,13.25,26
11483,48,93.17,74.69,12.31,64
11484,50,76.11,90.47,21.66,61
11485,49,87.5,67.88,12.08,67
11486,19,64.42,95.82,14.25,29
11487,36,99.99,92.52,17.29,53
11488,5,67.42,96.19,17.68,23
11489,29,55.29,99.82,12.36,17
11490,39,70.6,67.86,12.32,36
11491,45,64.65,98.22,6.44,18
11492,7,55.59,99.51,8.44,54
11493,29,92.09,99.58,12.34,70
11494,8,23.94,74.89,15.9,59
11495,5,46.24,70.1,14.41,47
11496,30,52.03,96.8,5.51,13
11497,27,57.72,93.18,6.52,43
11498,8,32.9,62.9,16.95,67
11499,11,62.59,93.59,15.84,58
11500,44,22.49,95.85,5.3,63
11501,24,61.25,65.18,16.67,49
11502,34,72.39,83.45,17.2,32
11503,19,72.29,70.17,13.93,14
11504,39,63.09,86.47,15.57,41
11505,40,96.19,63.5,24.74,69
11506,12,51.34,92.75,7.34,62
11507,40,70.11,89.98,23.62,55
11508,8,28.88,62.97,22.06,53
11509,14,31.04,72.42,19.96,20
11510,33,98.18,89.8,12.46,54
11511,19,57.33,60.7,10.95,10
11512,27,95.16,62.42,6.7,18
11513,40,75.84,83.89,7.44,26
11514,29,42.94,87.59,7.66,14
11515,26,31.23,65.23,19.89,51
11516,22,55.33,81.32,21.63,38
11517,41,31.65,67.74,18.81,42
11518,25,95.96,60.52,12.47,46
11519,49,35.45,84.95,5.34,12
11520,10,28.56,93.67,7.03,59
11521,21,69.33,67.4,22.15,12
11522,26,52.49,77.08,20.49,11
11523,6,85.41,80.97,17.84,17
11524,45,23.44,84.01,13.73,63
11525,7,32.79,76.71,14.33,60
11526,33,27.18,68.82,12.03,52
11527,20,73.0,86.75,15.59,53
11528,42,42.56,63.04,19.56,41
11529,39,94.28,99.33,20.4,29
11530,12,48.37,88.26,20.34,31
11531,12,56.43,82.37,5.64,48
11532,6,96.1,75.36,7.97,64
11533,20,99.53,64.39,23.73,16
11534,13,95.49,64.82,16.37,50
11535,30,61.03,93.83,6.18,39
11536,7,31.79,80.27,22.75,47
11537,50,53.33,81.77,20.77,23
11538,47,23.87,91.33,8.38,47
11539,14,61.8,65.34,7.41,68
11540,48,85.28,66.07,15.84,37
11541,29,89.9,83.34,23.96,59
11542,33,89.01,61.68,23.76,60
11543,31,47.64,83.88,15.51,65
11544,15,61.66,83.31,7.26,28
11545,31,41.46,97.47,24.07,34
11546,47,90.62,71.32,14.25,42
11547,32,31.96,92.86,12.99,64
11548,11,85.56,86.05,7.71,46
11549,16,39.11,96.02,19.04,38
11550,47,78.21,87.3,5.34,69
11551,40,61.55,66.93,18.45,25
11552,12,75.09,72.74,15.35,70
11553,10,22.44,83.54,14.63,39
11554,23,66.76,66.78,18.73,66
11555,43,83.58,98.08,8.61,49
11556,24,76.76,78.49,23.54,64
11557,14,70.04,64.49,9.3,28
11558,48,76.3,82.09,10.91,33
11559,17,26.28,69.69,19.22,20
11560,10,38.2,86.68,9.58,35
11561,25,89.76,85.7,10.77,62
11562,36,66.83,99.73,7.09,34
11563,38,65.74,94.01,22.64,59
11564,9,73.62,81.14,6.77,11
11565,45,70.55,93.06,14.15,61
11566,24,63.27,76.49,6.04,14
11567,33,57.07,60.84,19.03,37
11568,17,74.69,70.0,18.8,50
11569,50,96.72,92.52,24.08,51
11570,11,43.69,68.91,13.55,26
11571,18,40.06,89.89,12.48,14
11572,37,86.86,92.22,12.02,15
11573,36,44.95,95.34,9.29,48
11574,39,31.68,71.01,7.29,20
11575,28,45.79,99.9,6.95,14
11576,28,31.46,66.1,5.55,30
11577,38,75.82,99.77,11.96,16
11578,17,87.66,77.77,10.68,46
11579,20,51.13,96.95,9.36,58
11580,32,37.72,80.32,18.59,17
11581,33,23.34,61.68,15.72,22
11582,13,45.79,95.82,13.78,41
11583,47,98.85,68.26,11.27,60
11584,21,87.05,82.22,6.09,20
11585,46,52.0,87.92,17.12,11
11586,29,90.65,89.86,18.6,62
11587,15,24.7,99.93,12.84,50
11588,19,69.27,88.07,5.85,43
11589,37,21.31,95.42,18.73,19
11590,15,69.85,82.76,19.61,22
11591,21,64.74,70.03,21.15,61
11592,29,46.84,64.13,21.46,34
11593,50,68.96,77.08,19.25,21
11594,35,99.05,84.33,19.55,13
11595,19,87.44,92.08,17.82,64
11596,6,41.5,92.08,21.36,37
11597,30,83.64,64.69,24.36,65
11598,39,66.92,81.39,21.26,37
11599,50,46.36,97.95,20.69,12
11600,32,88.67,66.7,21.57,55
11601,7,78.75,66.84,9.49,56
11602,33,65.0,88.33,14.25,21
11603,44,67.61,94.76,23.89,68
11604,18,68.78,99.52,12.26,24
11605,7,44.12,65.65,18.08,56
11606,46,61.53,84.64,10.12,66
11607,5,52.78,76.61,7.98,70
11608,44,41.08,73.9,14.92,54
11609,40,80.7,99.61,5.39,52
11610,26,96.04,68.68,18.17,15
11611,33,46.12,64.12,8.38,21
11612,10,63.46,80.2,7.15,46
11613,34,50.26,60.41,10.46,57
11614,6,23.67,84.25,17.03,14
11615,44,30.64,88.35,23.93,45
11616,41,22.73,73.74,24.33,19
11617,46,68.33,70.44,15.18,21
11618,6,22.8,92.21,17.98,55
11619,47,94.86,61.5,21.95,26
11620,47,92.35,92.3,24.86,36
11621,31,49.05,98.89,18.29,20
11622,36,95.29,87.31,15.88,27
11623,50,98.11,72.84,10.16,18
11624,30,46.95,72.8,10.42,27
11625,46,71.78,76.75,19.66,35
11626,22,35.84,82.17,22.67,33
11627,42,78.94,67.92,12.56,64
11628,6,32.4,92.94,7.32,35
11629,45,79.4,80.45,16.05,25
11630,27,66.55,74.76,16.09,22
11631,29,74.17,98.22,21.51,31
11632,8,88.7,77.56,19.15,44
11633,5,62.57,66.59,10.81,38
11634,19,55.47,76.1,19.14,38
11635,39,37.8,86.43,18.03,34
11636,43,30.9,99.61,21.73,39
11637,26,89.99,96.53,5.01,15
11638,40,61.22,81.06,14.02,27
11639,42,65.82,71.65,21.34,56
11640,39,60.48,81.06,18.99,15
11641,26,61.27,79.32,12.18,35
11642,33,95.58,78.98,6.55,44
11643,38,70.88,87.4,17.23,17
11644,40,52.86,99.51,14.34,26
11645,48,48.01,86.1,19.75,65
11646,45,43.9,97.95,7.05,67
11647,6,26.14,92.36,20.86,38
11648,34,31.96,71.42,21.27,66
11649,36,27.27,87.65,21.15,39
11650,15,75.82,69.74,24.94,38
11651,39,53.65,74.09,18.22,34
11652,10,39.1,91.85,16.11,69
11653,6,53.42,93.49,14.99,26
11654,46,65.55,98.39,19.25,33
11655,49,67.97,83.95,7.24,13
11656,31,68.01,71.94,17.51,69
11657,14,98.02,62.71,7.86,13
11658,28,23.12,68.79,14.36,37
11659,17,28.99,97.67,9.87,24
11660,28,21.22,72.04,21.24,34
11661,30,70.77,84.65,17.5,14
11662,38,64.71,89.4,10.66,48
11663,44,58.03,63.69,17.64,12
11664,7,62.22,93.58,19.18,13
11665,13,99.65,69.63,9.62,65
11666,41,39.95,60.59,8.3,66
11667,15,34.56,87.69,10.41,62
11668,19,71.42,89.88,23.16,69
11669,50,62.16,60.83,21.49,19
11670,16,25.86,68.01,14.15,36
11671,21,27.96,95.18,21.3,31
11672,9,53.25,75.53,12.09,43
11673,11,38.66,63.34,5.27,23
11674,40,38.19,66.23,16.02,57
11675,43,62.84,90.62,23.01,31
11676,38,91.36,95.36,12.26,23
11677,39,42.98,93.31,15.51,27
11678,32,23.01,77.98,13.24,34
11679,24,43.29,84.03,5.01,40
11680,27,38.33,92.35,5.1,48
11681,15,50.68,71.61,18.9,55
11682,38,47.48,78.19,19.04,26
11683,23,44.68,65.32,19.95,30
11684,40,48.87,63.75,23.84,34
11685,41,70.79,66.4,16.47,36
11686,13,69.5,73.39,24.69,11
11687,27,61.02,61.02,5.05,30
11688,23,34.43,83.4,10.75,47
11689,46,95.58,71.86,12.88,65
11690,5,66.31,99.69,5.89,18
11691,25,71.13,60.89,18.21,51
11692,6,36.35,81.09,21.01,25
11693,11,85.64,70.14,18.41,22
11694,45,58.48,60.78,5.56,67
11695,28,68.49,78.05,8.89,14
11696,8,76.93,78.0,16.93,17
11697,15,26.0,98.63,20.55,70
11698,17,95.5,85.21,24.28,40
11699,28,63.09,89.49,7.39,59
11700,28,32.24,66.07,8.97,33
11701,5,34.7,97.71,12.16,38
11702,29,97.83,77.98,5.17,57
11703,36,68.33,85.39,5.63,66
11704,33,56.97,79.47,11.48,58
11705,22,62.22,70.05,21.99,25
11706,44,28.43,98.9,10.6,18
11707,36,73.06,73.15,16.28,48
11708,50,36.62,60.34,14.99,20
11709,10,97.11,71.44,20.44,62
11710,43,29.74,99.5,10.21,13
11711,47,54.79,69.33,18.77,54
11712,15,43.57,88.27,24.68,23
11713,37,77.57,83.73,16.81,55
11714,36,98.74,76.21,9.42,32
11715,27,29.66,84.12,16.32,22
11716,50,43.46,91.99,12.57,53
11717,48,27.08,65.85,22.82,12
11718,17,40.96,86.26,9.1,20
11719,9,59.3,70.73,16.37,21
11720,43,59.33,92.79,23.12,21
11721,40,96.16,73.68,7.06,26
11722,41,87.79,83.96,14.27,68
11723,27,46.86,75.4,24.07,19
11724,11,20.14,60.87,14.31,52
11725,29,96.84,66.52,15.69,21
11726,29,96.88,81.58,11.36,56
11727,26,48.29,95.94,20.95,37
11728,14,80.21,99.89,15.97,51
11729,40,91.95,94.66,12.67,67
11730,18,40.22,71.58,23.6,62
11731,37,68.78,95.33,17.16,23
11732,13,60.92,93.53,18.24,58
11733,46,31.92,97.64,10.67,56
11734,44,35.49,89.75,21.69,48
11735,24,96.43,60.88,20.39,36
11736,48,99.8,70.76,5.82,49
11737,37,90.79,60.29,16.43,37
11738,23,48.96,93.26,13.31,21
11739,31,48.28,87.03,12.17,43
11740,5,66.04,81.03,5.18,14
11741,45,40.99,94.29,5.94,63
11742,28,73.25,95.54,9.43,28
11743,35,66.66,79.52,6.66,29
11744,14,24.69,72.97,9.72,36
11745,18,47.26,94.04,10.76,39
11746,16,86.75,79.02,16.11,44
11747,38,56.31,79.74,21.84,10
11748,8,53.91,66.55,24.97,67
11749,9,82.1,81.67,7.88,57
11750,16,84.89,91.78,9.21,65
11751,18,55.31,81.82,10.27,26
11752,47,79.73,63.14,16.06,46
11753,14,79.03,64.52,13.46,49
11754,23,46.92,77.24,13.79,69
11755,17,94.03,67.09,16.37,59
11756,9,62.13,60.99,5.18,67
11757,19,74.94,68.72,19.71,47
11758,25,82.3,69.96,5.1,23
11759,49,36.92,97.44,12.26,36
11760,46,43.47,68.07,21.56,68
11761,33,22.12,80.49,9.24,20
11762,46,48.58,77.84,23.44,48
11763,14,26.81,95.73,19.31,62
11764,24,73.98,60.07,7.81,39
11765,12,99.63,92.85,14.06,61
11766,25,74.01,63.67,17.23,70
11767,15,66.42,62.31,10.28,58
11768,20,73.6,62.76,11.99,13
11769,45,39.71,90.54,13.59,63
11770,31,38.44,91.3,15.68,11
11771,40,75.12,76.74,22.13,18
11772,39,41.51,72.76,16.41,17
11773,36,86.88,85.61,20.04,53
11774,21,32.38,82.75,18.39,44
11775,30,53.36,74.87,12.89,39
11776,20,45.62,76.56,9.32,10
11777,11,46.53,89.37,8.11,54
11778,45,41.01,74.36,9.76,65
11779,41,44.98,70.36,18.58,14
11780,35,44.55,63.45,6.56,69
11781,49,95.25,86.72,11.41,50
11782,19,87.83,81.1,11.11,34
11783,41,53.07,87.12,11.6,60
11784,43,34.69,76.92,11.44,67
11785,50,21.11,96.4,10.53,36
11786,22,72.81,73.54,18.26,41
11787,32,32.73,79.67,9.8,12
11788,47,87.43,94.7,16.3,46
11789,46,32.03,76.8,7.56,40
11790,31,56.15,69.2,17.23,19
11791,25,31.52,91.62,22.02,68
11792,13,68.35,96.79,13.29,29
11793,21,55.64,87.25,17.52,25
11794,22,52.34,93.6,14.98,24
11795,35,32.73,78.76,24.19,36
11796,20,62.71,84.35,6.91,10
11797,27,65.89,75.87,7.99,47
11798,24,20.54,74.54,15.62,25
11799,30,67.62,83.92,12.49,51
11800,12,24.9,72.08,6.9,21
11801,6,99.92,65.32,24.14,32
11802,47,58.08,87.26,24.75,44
11803,50,70.41,84.46,16.72,26
11804,23,58.17,64.12,10.08,30
11805,26,42.62,60.16,24.43,34
11806,38,48.77,89.49,14.4,14
11807,44,93.6,98.02,8.76,70
11808,42,72.17,71.68,16.98,29
11809,17,50.97,63.8,22.55,45
11810,23,41.36,85.75,12.3,39
11811,27,53.66,66.2,15.66,21
11812,6,43.76,80.08,13.3,64
11813,42,43.6,75.38,18.23,57
11814,10,62.11,97.69,20.39,30
11815,11,20.36,72.71,18.01,61
11816,9,64.17,82.42,22.57,65
11817,25,28.38,70.94,6.63,40
11818,46,79.63,82.82,14.84,62
11819,9,23.18,74.58,17.31,45
11820,21,93.67,63.28,10.15,12
11821,46,50.31,83.87,13.95,29
11822,29,50.19,60.5,12.27,70
11823,15,82.25,73.88,20.45,48
11824,33,70.53,75.96,21.25,13
11825,39,71.73,79.76,15.35,48
11826,28,45.5,67.79,16.28,49
11827,44,21.08,84.24,5.32,42
11828,42,66.21,63.21,17.73,25
11829,27,95.16,70.8,24.52,70
11830,22,60.76,67.76,18.77,27
11831,33,49.67,75.56,11.47,53
11832,47,52.5,80.52,22.19,62
11833,9,96.57,60.15,20.15,53
11834,5,88.97,63.07,5.76,69
11835,8,91.21,76.72,9.82,58
11836,5,58.25,76.67,19.67,39
11837,48,95.7,71.26,6.19,59
11838,40,55.61,71.9,23.79,60
11839,33,89.02,66.08,23.73,25
11840,29,91.6,96.96,17.56,14
11841,40,52.61,67.13,24.04,31
11842,12,84.33,78.5,15.14,22
11843,29,98.24,82.05,15.71,35
11844,37,98.64,82.54,13.71,14
11845,18,46.35,88.81,9.22,29
11846,50,64.23,80.86,12.79,66
11847,42,80.88,85.66,19.85,15
11848,47,85.54,66.76,10.44,17
11849,46,87.17,69.99,19.9,20
11850,38,26.56,86.63,10.7,10
11851,47,56.99,98.13,7.92,21
11852,14,66.3,73.92,11.66,15
11853,48,63.55,75.87,18.42,44
11854,47,83.01,64.09,8.43,62
11855,47,37.88,85.55,13.61,19
11856,20,20.3,65.94,11.32,58
11857,20,89.3,81.02,16.5,20
11858,20,21.74,67.1,19.48,31
11859,46,26.4,95.46,20.1,46
11860,48,96.94,79.07,7.94,26
11861,24,87.55,63.1,24.68,12
11862,5,78.54,89.85,12.27,36
11863,42,89.71,91.56,10.45,24
11864,38,68.64,81.77,24.68,55
11865,41,94.6,75.4,13.54,14
11866,47,31.35,88.81,9.65,43
11867,19,76.03,77.64,18.61,10
11868,21,65.61,98.4,17.32,51
11869,8,85.58,89.86,19.84,16
11870,31,81.89,61.31,10.49,50
11871,17,21.59,64.71,16.53,37
11872,46,41.44,74.04,10.52,50
11873,28,98.72,64.32,18.83,66
11874,31,43.43,64.84,13.46,20
11875,29,61.23,62.86,19.24,34
11876,32,85.28,76.36,5.11,26
11877,48,42.79,94.15,8.88,59
11878,9,54.29,70.02,21.62,15
11879,27,39.25,98.53,5.54,52
11880,33,24.85,79.61,8.82,23
11881,39,87.32,98.4,16.78,64
11882,23,43.99,99.47,18.53,42
11883,26,88.33,72.94,15.73,70
11884,18,64.09,65.05,22.51,48
11885,30,71.72,82.47,23.24,51
11886,47,74.92,85.4,20.1,13
11887,46,75.4,73.57,5.63,70
11888,9,88.83,91.05,8.42,43
11889,48,54.26,79.19,19.77,10
11890,44,37.07,68.38,18.11,34
11891,36,60.69,98.14,24.99,54
11892,36,53.93,96.54,19.07,36
11893,14,94.69,88.03,10.92,25
11894,30,59.05,62.77,15.88,28
11895,30,95.2,89.77,24.4,37
11896,15,91.05,86.3,14.16,14
11897,14,91.43,95.05,20.35,18
11898,47,68.26,61.16,11.97,60
11899,30,79.95,61.82,16.06,26
11900,17,62.66,71.7,18.98,16
11901,9,52.14,86.26,11.23,62
11902,5,41.48,75.54,8.85,28
11903,41,22.59,87.05,13.95,23
11904,28,70.64,92.37,6.96,56
11905,34,86.78,82.03,18.01,33
11906,45,68.44,70.84,20.78,31
11907,21,78.99,86.86,17.46,35
11908,45,83.16,91.11,14.38,37
11909,10,39.63,94.76,13.06,39
11910,50,91.54,77.05,6.48,44
11911,46,51.78,86.37,6.74,67
11912,32,23.51,62.41,16.39,60
11913,10,46.88,76.19,15.2,50
11914,10,69.06,70.01,14.87,52
11915,13,83.49,77.8,21.34,64
11916,38,38.2,68.95,22.18,26
11917,36,47.88,60.73,21.13,58
11918,46,78.53,73.66,21.05,39
11919,8,37.95,60.17,5.61,36
11920,31,96.6,70.72,22.31,48
11921,20,50.18,82.01,6.2,47
11922,24,32.58,83.29,8.33,70
11923,15,89.44,72.55,14.79,59
11924,10,85.43,79.38,5.1,63
11925,19,67.4,63.84,15.37,33
11926,27,67.1,85.38,15.18,33
11927,10,77.33,90.65,5.88,20
11928,28,91.67,62.24,15.49,63
11929,47,73.26,86.29,12.56,14
11930,36,25.46,68.06,10.79,38
11931,48,68.24,73.95,16.15,64
11932,19,29.6,93.65,12.07,31
11933,15,28.28,72.38,16.98,16
11934,35,89.31,93.23,21.46,63
11935,29,79.17,81.36,21.43,39
11936,22,88.52,79.37,19.5,33
11937,41,88.5,94.67,21.66,63
11938,23,80.29,97.21,6.88,14
11939,50,59.62,66.08,18.46,43
11940,32,70.8,63.16,13.78,39
11941,42,27.98,70.29,5.97,64
11942,45,58.36,91.52,17.9,12
11943,20,46.29,97.05,23.7,30
11944,36,36.96,69.15,15.22,14
11945,9,84.36,92.15,9.04,38
11946,21,77.31,67.05,17.69,67
11947,18,73.79,75.94,24.74,70
11948,11,41.07,99.22,20.29,51
11949,45,51.68,86.06,18.27,56
11950,33,41.37,99.82,21.64,64
11951,39,80.25,83.61,24.69,23
11952,17,63.39,83.77,5.93,58
11953,10,41.9,79.73,13.91,66
11954,33,33.05,96.5,23.45,67
11955,20,26.61,75.12,5.21,16
11956,31,62.94,94.74,8.32,70
11957,17,64.15,91.24,8.24,20
11958,32,85.33,97.31,5.91,30
11959,24,51.15,89.94,11.23,33
11960,22,38.37,97.4,15.53,25
11961,25,57.38,85.08,22.25,31
11962,38,41.11,81.18,7.74,11
11963,48,89.4,95.5,24.15,61
11964,36,46.99,73.28,13.98,22
11965,40,31.73,93.27,8.87,65
11966,6,35.71,99.65,24.41,52
11967,21,77.5,66.2,22.15,20
11968,47,36.21,97.52,13.97,34
11969,47,98.78,62.13,20.99,56
11970,16,74.39,83.37,19.77,54
11971,49,26.84,70.25,6.49,53
11972,33,95.26,62.68,6.67,46
11973,47,20.0,66.87,12.93,32
11974,14,76.63,72.33,13.41,41
11975,29,29.54,98.83,19.51,39
11976,6,30.58,67.39,19.05,28
11977,12,28.4,80.39,19.77,56
11978,15,74.32,80.73,15.92,63
11979,37,33.35,90.91,16.36,40
11980,19,60.75,90.74,12.44,45
11981,9,28.85,85.3,23.76,17
11982,35,44.09,94.0,17.63,44
11983,22,77.5,86.23,5.2,70
11984,19,46.59,70.68,21.63,57
11985,12,70.46,92.34,7.01,17
11986,36,42.62,83.28,17.77,51
11987,17,85.78,81.63,16.83,69
11988,32,45.32,67.82,22.97,13
11989,13,25.11,98.79,9.33,63
11990,32,53.51,65.14,11.11,52
11991,29,53.75,72.47,13.34,20
11992,16,50.42,85.19,16.17,57
11993,8,61.56,61.26,11.91,20
11994,40,71.09,98.18,23.27,61
11995,41,93.45,83.73,18.08,65
11996,28,64.69,77.84,6.32,70
11997,48,70.8,92.7,16.19,53
11998,43,37.3,66.5,8.57,43
