sample_id,current_usage_mw,avg_usage_last_year,peak_demand_mw,grid_stability,renewable_percentage
8075,1231.0,1017.27,1195.64,82.94,26.45
8076,661.79,920.22,1237.26,75.01,12.73
8077,1196.83,826.79,1280.01,97.29,38.1
8078,621.89,963.82,1162.02,75.32,25.05
8079,773.96,788.09,1136.58,92.28,21.73
8080,759.98,826.01,995.42,85.47,19.7
8081,1262.77,1082.58,1490.96,80.4,23.64
8082,802.01,717.94,1222.46,87.04,37.28
8083,1242.33,854.62,1202.33,94.21,14.37
8084,901.95,703.3,1119.06,88.5,19.55
8085,1063.75,1037.31,1157.34,97.97,19.37
8086,610.26,786.24,1304.83,94.78,24.63
8087,1197.87,840.47,1156.93,84.44,39.38
8088,803.75,1032.77,1042.59,76.64,15.07
8089,924.96,841.85,932.4,89.98,27.04
8090,1212.01,884.02,1206.96,75.38,37.21
8091,891.99,892.7,1385.96,86.19,17.02
8092,928.81,712.87,1122.39,93.78,24.3
8093,1294.71,1068.2,1093.11,96.01,29.1
8094,1199.53,750.32,1076.49,86.23,31.23
8095,937.55,755.33,1455.11,81.76,18.35
8096,731.65,843.93,901.13,80.48,20.41
8097,755.09,981.88,1089.75,98.99,28.81
8098,1257.87,1040.92,1120.18,88.7,24.63
8099,927.38,832.27,1307.16,84.79,20.8
8100,990.38,945.07,1347.1,89.25,35.81
8101,969.34,1001.74,1105.84,81.85,16.73
8102,1293.53,841.64,1163.55,88.49,10.19
8103,949.26,730.04,988.02,87.6,15.71
8104,756.6,822.82,1281.74,77.79,16.59
8105,1149.3,753.69,1459.42,89.0,25.96
8106,730.67,1035.23,947.95,87.27,29.33
8107,1286.6,767.06,1204.41,90.54,38.33
8108,729.57,1045.83,1153.58,75.46,24.8
8109,868.62,876.49,1113.94,87.97,12.21
8110,1186.49,951.9,1299.73,79.02,29.41
8111,1205.84,970.53,1041.56,81.05,18.14
8112,1019.45,914.35,1097.7,93.51,13.15
8113,1135.74,751.79,1428.01,75.74,19.94
8114,833.69,957.87,967.45,80.7,39.28
8115,715.47,718.4,1484.67,76.45,23.9
8116,717.03,828.89,942.13,79.1,28.7
8117,1034.65,810.08,1268.8,95.06,11.63
8118,1070.53,928.3,1283.22,94.26,33.23
8119,950.08,716.6,995.86,95.1,16.27
8120,879.76,1017.17,917.1,94.34,28.6
8121,700.65,1078.8,1478.27,78.52,24.2
8122,801.87,1074.39,1186.0,87.41,14.04
8123,1018.2,823.47,1413.12,87.1,16.26
8124,647.03,835.06,1355.42,75.44,10.47
8125,1205.61,920.43,1171.32,98.03,34.45
8126,1267.31,744.84,1342.99,78.7,36.25
8127,821.44,893.31,1132.17,87.3,11.68
8128,651.45,998.38,1055.07,81.76,20.28
8129,1228.49,783.48,951.22,89.6,11.11
8130,730.83,829.34,1334.09,81.9,31.76
8131,1027.99,743.15,1404.53,78.36,35.99
8132,1259.81,896.77,902.23,92.49,15.88
8133,1231.15,965.04,1000.24,93.91,28.99
8134,669.33,827.16,1451.64,88.56,29.04
8135,1047.81,1025.36,1025.69,75.31,34.7
8136,1018.95,1023.63,974.74,92.64,10.71
8137,1045.71,902.43,1286.51,91.52,31.98
8138,661.59,773.21,1004.22,77.94,34.02
8139,1020.92,859.75,1141.68,98.51,37.2
8140,983.66,969.55,1426.08,88.61,38.25
8141,932.37,854.51,1131.51,76.49,24.3
8142,630.48,704.61,1226.0,93.4,23.24
8143,835.33,997.16,1329.79,99.89,11.9
8144,1101.4,798.87,1272.75,78.79,36.49
8145,1043.71,780.2,1034.93,98.3,29.09
8146,1060.92,757.55,1253.83,86.47,21.49
8147,1193.17,716.04,1005.53,82.69,28.45
8148,1053.57,715.26,1210.08,86.93,37.69
8149,869.63,737.53,1124.96,75.68,12.69
8150,1052.67,1060.92,1181.69,87.26,32.87
8151,863.65,739.46,1040.14,88.47,23.57
8152,665.45,721.94,1071.78,89.84,25.91
8153,1207.73,882.17,947.02,87.2,26.62
8154,852.11,761.0,1215.64,85.41,16.14
8155,1011.21,842.67,1073.41,93.0,23.0
8156,1288.46,1034.49,992.24,75.86,35.72
8157,1065.02,730.39,1209.9,99.32,18.08
8158,713.71,804.44,1225.0,78.61,32.64
8159,1036.35,1080.34,1314.27,85.05,34.49
8160,1229.78,790.77,914.59,98.6,39.69
8161,903.99,1032.53,1273.08,83.63,26.09
8162,879.42,989.84,1439.38,93.74,32.38
8163,1014.04,1031.73,1196.26,85.12,21.38
8164,675.05,1080.47,1025.07,81.4,24.18
8165,996.04,966.38,1267.47,87.84,26.37
8166,965.14,1076.05,1451.12,83.51,20.57
8167,1151.02,994.28,953.27,85.09,28.81
8168,1136.36,997.29,1291.51,98.19,15.37
8169,1042.25,981.56,1434.39,79.21,32.99
8170,666.47,878.51,1083.45,92.61,22.29
8171,990.2,751.2,1241.4,96.78,11.23
8172,1199.54,850.63,1312.91,89.77,28.35
8173,872.02,952.84,1141.75,99.54,22.72
8174,674.79,1018.31,1044.37,94.81,17.14
8175,994.85,793.57,1029.95,75.48,17.9
8176,737.97,986.29,1155.15,85.51,17.77
8177,818.95,1076.28,976.36,90.35,22.51
8178,909.79,807.16,1473.63,78.01,10.16
8179,615.02,719.06,1408.91,84.22,36.78
8180,854.57,861.28,1008.39,90.22,26.26
8181,687.71,862.14,1300.6,87.14,28.49
8182,621.53,1022.03,1300.34,78.27,32.83
8183,644.6,831.62,1107.64,88.85,17.38
8184,882.05,735.35,1384.38,85.81,25.58
8185,878.09,867.1,933.22,82.38,33.82
8186,744.78,840.38,1057.88,85.84,19.65
8187,901.5,752.94,951.72,88.64,39.45
8188,977.2,902.62,1402.77,92.3,10.69
8189,1271.35,939.02,1498.36,93.96,17.52
8190,867.93,769.3,1195.93,82.58,38.8
8191,861.18,1083.41,1140.61,98.38,21.44
8192,611.25,890.54,1159.08,91.0,33.09
8193,1120.14,727.16,1393.4,94.12,23.53
8194,998.21,905.42,1399.8,82.29,27.17
8195,1094.09,801.75,1341.7,89.12,39.23
8196,919.23,1058.42,1039.02,80.22,31.45
8197,1152.55,781.35,1270.59,96.43,26.82
8198,1188.46,1081.21,1444.15,92.64,33.45
8199,824.54,948.54,1013.08,79.84,20.89
8200,870.16,1089.93,1031.11,86.04,12.21
8201,1234.68,932.09,1499.78,80.81,10.4
8202,1126.52,986.9,1473.96,96.5,18.71
8203,1204.23,1055.39,908.65,99.44,25.39
8204,892.53,963.86,1430.26,82.19,21.28
8205,870.77,941.84,1236.5,98.36,27.23
8206,611.15,1041.11,1398.72,82.96,39.96
8207,1246.63,716.75,1217.56,98.68,18.14
8208,987.1,782.58,961.88,76.58,30.73
8209,752.39,1077.28,1408.64,81.36,25.66
8210,668.96,960.48,1286.26,86.13,31.09
8211,995.7,715.73,1004.67,89.9,22.53
8212,635.72,995.62,944.43,83.21,29.35
8213,1105.12,894.93,1091.62,95.12,22.97
8214,925.89,948.54,1422.98,87.8,33.64
8215,899.24,710.45,993.49,93.97,37.68
8216,814.84,1077.02,1203.1,79.18,24.03
8217,900.27,1003.49,1157.32,99.16,11.93
8218,657.59,994.13,1049.94,80.91,32.98
8219,1109.25,940.23,1411.82,82.34,15.35
8220,1046.65,761.15,1193.28,97.16,19.29
8221,1238.42,735.17,1211.38,87.12,13.58
8222,999.29,1056.14,1277.64,95.55,36.85
8223,1271.83,842.23,1194.61,80.36,25.8
8224,850.7,749.97,1294.82,90.82,14.75
8225,1152.4,1019.76,1128.39,99.36,16.43
8226,957.42,1076.97,1052.24,76.82,11.61
8227,954.74,993.49,1250.1,88.02,11.36
8228,857.36,771.23,1448.06,79.55,35.42
8229,1008.24,953.47,990.94,83.15,39.81
8230,936.98,989.32,1030.16,82.66,29.27
8231,699.28,872.26,1475.34,91.43,19.64
8232,689.57,859.54,1193.6,93.41,26.37
8233,971.37,845.39,1339.6,94.88,14.08
8234,648.83,1095.52,1329.21,94.14,20.62
8235,945.29,884.15,1380.56,86.4,18.9
8236,905.9,826.34,1404.04,87.62,17.59
8237,1056.68,797.02,928.57,77.09,22.85
8238,964.79,1054.83,1146.37,93.12,37.37
8239,1068.15,888.83,1494.97,91.61,37.3
8240,1197.64,1066.21,1340.56,80.11,32.89
8241,601.47,994.05,936.52,91.37,11.42
8242,1268.98,727.84,1235.19,90.16,13.66
8243,664.11,794.23,1412.18,82.06,21.05
8244,911.04,867.15,1243.92,75.82,17.72
8245,752.67,775.67,1327.92,81.06,15.94
8246,639.4,1030.21,1026.26,83.53,10.49
8247,767.73,1096.59,1394.84,96.59,14.99
8248,976.26,873.06,1491.75,78.79,37.44
8249,608.25,1089.93,1425.9,99.32,11.72
8250,630.03,927.25,1258.96,97.48,14.39
8251,611.6,871.51,1285.58,81.04,23.48
8252,603.19,863.63,1034.41,88.55,17.02
8253,980.14,949.0,915.39,97.66,18.93
8254,1292.41,784.47,1043.93,96.02,36.26
8255,1266.64,880.24,1024.03,85.54,35.9
8256,1111.19,745.23,1130.99,78.13,37.86
8257,983.36,725.64,1064.89,99.17,12.28
8258,1289.9,977.21,1293.22,97.93,27.08
8259,1294.31,954.99,1109.61,79.78,19.33
8260,823.98,890.24,1321.35,81.49,39.28
8261,678.96,961.8,1353.93,96.18,31.42
8262,1163.27,916.44,1265.58,85.57,36.66
8263,780.08,878.49,904.52,86.76,23.37
8264,848.6,886.24,1101.8,98.66,32.47
8265,1207.84,1064.02,1167.63,90.04,19.29
8266,748.51,902.26,1194.25,78.41,34.64
8267,1109.95,806.34,1473.81,77.68,12.12
8268,754.18,833.01,1221.68,89.29,33.49
8269,1134.42,964.03,997.87,96.79,38.47
8270,1108.84,975.87,1321.92,75.4,32.53
8271,852.59,1079.56,1102.08,97.31,11.66
8272,782.55,1082.28,1427.4,94.68,20.15
8273,801.78,766.47,1440.77,89.14,10.04
8274,730.63,1016.51,1462.73,85.74,24.27
8275,914.55,706.67,1420.74,80.28,12.36
8276,742.28,1030.08,953.88,80.41,35.86
8277,902.14,1079.18,1134.96,82.55,19.07
8278,825.54,838.16,1090.42,81.95,17.05
8279,620.19,986.31,1234.26,91.63,19.48
8280,970.96,921.32,1369.54,92.56,11.27
8281,1123.3,703.48,986.59,88.5,20.5
8282,799.38,1057.91,1100.23,98.96,33.43
8283,1286.94,794.28,1287.25,98.99,35.79
8284,854.98,816.9,1226.89,75.67,30.51
8285,918.14,1053.57,1374.07,91.37,37.05
8286,893.0,945.39,1015.8,94.51,22.63
8287,1275.37,721.29,1211.73,88.3,31.61
8288,644.58,701.47,1357.36,91.14,39.37
8289,688.73,790.99,920.28,89.21,14.26
8290,868.78,943.62,950.48,97.12,39.68
8291,1206.34,755.31,1463.61,78.42,11.57
8292,844.35,866.22,1280.47,75.53,13.77
8293,926.62,779.47,1097.78,97.87,17.79
8294,1022.44,901.28,1151.98,75.06,38.38
8295,838.59,885.19,1317.87,83.43,29.56
8296,1190.12,720.49,1452.88,76.24,24.51
8297,895.25,899.64,1204.22,90.14,22.43
8298,1184.96,808.22,1495.61,96.09,23.28
8299,1278.4,916.52,1184.53,95.17,33.29
8300,806.0,884.23,1336.92,90.24,38.53
8301,701.39,779.87,1118.19,84.31,33.32
8302,663.29,840.82,1464.82,86.18,30.95
8303,1180.13,769.27,1240.18,82.1,15.18
8304,1082.34,911.99,969.03,98.41,39.69
8305,1212.64,1063.11,1403.28,81.81,31.08
8306,845.92,1005.34,937.82,92.66,20.91
8307,876.17,1041.27,999.14,94.58,19.45
8308,1206.76,733.85,1248.05,88.49,24.77
8309,1160.0,785.74,957.54,78.24,19.77
8310,964.35,1028.28,1353.06,86.76,34.62
8311,658.68,909.46,1445.28,87.81,15.98
8312,744.23,736.03,1424.49,97.9,16.61
8313,724.8,788.11,1041.15,93.17,18.22
8314,635.9,733.77,994.52,86.2,23.92
8315,1059.28,1012.78,1445.31,85.21,14.65
8316,1256.55,1048.47,1079.94,92.36,33.72
8317,1147.11,1032.27,939.55,95.43,10.95
8318,771.36,948.33,1121.75,88.51,12.37
8319,1123.11,877.38,1379.19,81.06,36.82
8320,1041.18,1081.49,905.43,93.35,16.45
8321,703.37,1062.02,1214.63,93.27,12.81
8322,765.87,887.34,994.8,93.0,28.59
8323,961.76,752.24,1389.17,93.54,16.71
8324,1009.9,738.13,1488.62,79.88,27.54
8325,1078.33,850.01,1187.75,96.12,17.97
8326,727.84,1037.6,1328.86,91.44,33.15
8327,682.84,790.9,1486.95,88.39,27.82
8328,955.28,965.19,974.59,87.22,38.73
8329,1087.47,1061.94,1071.1,96.51,28.76
8330,1284.61,1030.02,931.05,89.1,12.86
8331,1181.04,765.55,1231.34,92.03,10.84
8332,714.4,809.1,1311.88,97.14,12.49
8333,995.05,990.56,1482.32,99.97,12.81
8334,919.15,898.59,1068.53,87.26,34.26
8335,749.38,901.18,1274.08,79.56,22.47
8336,912.74,882.18,1373.44,97.56,20.6
8337,1219.6,889.05,1462.51,80.87,20.84
8338,932.79,980.59,1132.47,91.04,17.73
8339,681.71,715.5,1129.01,83.67,26.74
8340,770.51,733.69,954.07,87.6,18.58
8341,650.73,952.5,1455.86,79.77,33.33
8342,861.98,722.31,1496.88,82.72,39.26
8343,696.14,830.53,1448.31,77.95,19.88
8344,1232.51,798.64,1235.59,85.03,39.68
8345,1237.98,757.5,1380.34,77.68,18.12
8346,758.53,854.83,982.23,90.47,37.0
8347,1149.16,777.43,1312.4,78.62,36.52
8348,988.07,1079.07,1310.66,85.26,29.55
8349,623.03,907.91,1423.29,88.21,14.48
8350,1170.27,958.77,1483.8,94.68,14.14
8351,1241.29,924.5,1139.78,83.57,22.78
8352,1097.82,912.76,1122.8,98.73,39.74
8353,885.74,708.74,1217.59,95.68,10.51
8354,1296.35,999.91,1378.57,84.8,37.71
8355,620.19,1073.45,1156.55,76.35,23.3
8356,1121.73,714.62,1218.18,91.46,35.9
8357,1049.42,772.0,1484.66,87.39,25.73
8358,1088.37,706.44,1412.62,79.18,36.03
8359,858.3,824.33,1190.69,79.49,39.13
8360,1130.37,825.47,1247.41,97.52,23.99
8361,854.28,904.59,1083.51,92.62,38.98
8362,1233.54,812.63,1152.03,80.8,26.88
8363,781.29,1090.11,1402.76,92.15,17.51
8364,780.23,807.49,1316.2,82.81,15.2
8365,1241.95,1047.2,1301.95,86.55,15.47
8366,1061.5,1097.88,1290.09,87.61,36.24
8367,1101.95,911.88,1356.25,84.89,13.0
8368,913.06,1049.08,1496.39,81.04,28.69
8369,1122.06,1010.51,987.28,75.98,21.13
8370,739.24,962.88,1204.93,99.97,26.22
8371,964.26,919.42,1342.56,78.37,14.48
8372,1280.96,1017.95,961.17,96.13,13.85
8373,1138.56,730.81,1394.09,83.65,14.91
8374,879.57,938.41,1002.52,80.6,32.46
8375,741.66,1035.26,1200.89,92.46,24.41
8376,1144.65,863.44,985.75,83.5,11.53
8377,1253.53,1049.98,921.01,84.46,14.9
8378,615.23,886.38,1454.87,97.3,35.93
8379,1168.16,734.46,1066.33,79.89,33.75
8380,1152.93,1093.63,1286.76,90.17,25.05
8381,772.65,773.08,1283.27,77.08,36.22
8382,1213.29,909.3,1399.58,98.89,25.54
8383,765.14,1045.1,1020.97,80.92,24.96
8384,763.66,816.26,1487.76,80.16,10.89
8385,827.43,731.23,1114.81,76.68,30.28
8386,1210.99,916.23,1135.86,92.69,16.57
8387,948.09,912.28,1379.5,94.78,16.65
8388,748.98,969.18,1239.5,90.97,33.91
8389,956.48,977.98,1361.73,85.55,28.58
8390,1164.61,727.2,1125.1,92.92,19.84
8391,922.88,723.33,1193.56,94.36,34.76
8392,952.44,1007.16,943.68,98.89,33.2
8393,956.57,960.61,982.0,78.73,34.87
8394,893.9,755.05,1350.46,84.83,16.77
8395,965.45,950.17,1028.59,79.87,14.99
8396,1289.28,741.29,1443.85,78.84,12.99
8397,607.65,778.06,1147.64,80.65,22.18
8398,846.8,720.18,1072.08,76.03,33.94
8399,751.32,971.51,1419.74,94.12,14.99
8400,693.5,807.66,1211.28,90.34,35.5
8401,812.16,733.49,1194.05,88.81,22.06
8402,817.21,857.99,1283.32,95.22,14.69
8403,1076.29,983.38,1421.76,89.09,19.51
8404,701.16,725.61,1011.84,98.99,24.5
8405,1055.4,1029.36,1132.46,91.07,23.05
8406,1048.79,996.03,1192.49,83.74,22.17
8407,954.42,985.75,1196.46,95.61,16.69
8408,763.09,1091.4,925.91,76.32,37.69
8409,1226.46,892.32,1243.06,83.17,38.44
8410,1057.9,1010.82,1167.15,90.57,36.36
8411,727.3,1046.31,1216.55,77.32,30.08
8412,1188.73,918.1,1047.23,97.35,20.04
8413,630.91,986.56,1489.62,94.8,12.22
8414,815.91,757.76,1259.94,78.63,21.91
8415,922.15,761.43,1402.97,96.16,22.91
8416,631.32,1030.12,1044.8,75.85,11.83
8417,805.34,764.07,1152.86,96.14,25.55
8418,616.45,886.81,902.88,91.04,24.08
8419,1102.46,852.42,1125.2,99.61,30.82
8420,711.78,724.09,1051.8,77.1,38.28
8421,1089.57,1058.47,1280.82,93.48,10.43
8422,1025.05,834.65,1238.92,76.09,24.84
8423,1132.95,999.84,1136.3,99.11,26.42
8424,640.46,922.86,1260.62,97.28,29.7
8425,834.67,950.73,1119.99,84.97,33.88
8426,1017.81,822.58,1014.47,79.72,32.56
8427,1011.53,972.64,1133.8,83.12,27.21
8428,1089.31,809.23,1027.96,75.77,10.21
8429,1003.05,819.59,1240.85,80.96,24.38
8430,876.07,1090.79,1353.35,88.58,15.52
8431,1041.4,894.73,1311.33,87.31,10.1
8432,749.59,868.81,1031.28,76.73,29.8
8433,694.92,1046.26,939.87,99.85,18.43
8434,893.37,896.9,1346.05,90.16,10.54
8435,1146.27,906.32,1087.13,93.16,23.23
8436,824.52,798.48,955.96,94.71,34.41
8437,991.87,951.77,1378.94,95.17,29.54
8438,866.05,1027.69,1078.07,97.62,10.13
8439,1079.68,948.44,1020.18,79.19,22.33
8440,1078.61,845.12,1258.85,76.1,38.17
8441,1062.95,951.69,1420.94,94.95,19.83
8442,613.14,1050.07,1073.27,89.37,28.92
8443,1081.0,742.98,1038.7,93.1,22.03
8444,985.77,807.41,1334.41,88.53,39.22
8445,1035.79,948.69,1015.39,90.97,10.4
8446,776.54,951.04,1460.91,95.22,24.14
8447,902.33,833.11,901.12,98.32,20.93
8448,1158.18,844.37,1039.34,99.17,39.31
8449,1018.07,829.0,1340.84,91.18,36.26
8450,615.0,747.1,941.89,93.36,29.04
8451,1201.34,1064.44,927.79,97.43,39.98
8452,1090.46,1085.44,1424.7,90.31,33.96
8453,828.64,1016.57,907.32,80.24,14.15
8454,932.78,820.49,1266.23,78.2,33.34
8455,678.92,819.41,1216.49,76.44,34.62
8456,1008.82,954.62,1163.23,81.54,34.12
8457,795.02,788.4,1470.25,86.89,10.92
8458,940.1,1085.64,1486.22,79.9,19.26
8459,1236.03,1090.8,1043.87,86.6,17.37
8460,1184.08,1042.82,1006.26,94.1,38.54
8461,659.61,1041.07,942.54,75.9,23.33
8462,743.21,793.21,1031.9,75.2,22.44
8463,646.92,1092.25,1242.6,97.37,29.3
8464,1065.97,902.57,1402.26,83.81,12.39
8465,712.01,805.73,1028.88,87.58,26.61
8466,696.97,1037.52,1192.08,97.98,37.94
8467,1156.98,1044.51,907.25,81.41,26.13
8468,736.13,899.93,906.1,85.68,19.11
8469,1034.07,1024.83,1452.75,93.33,37.95
8470,1120.58,825.8,1205.8,96.95,24.83
8471,832.64,1078.91,1016.47,91.98,32.63
8472,850.23,721.61,1148.83,84.67,39.48
8473,756.94,790.95,1154.99,91.46,13.93
8474,1144.93,1090.29,1240.53,85.98,22.79
8475,1022.4,1005.37,923.21,99.65,34.33
8476,1183.69,763.89,1297.42,95.58,12.63
8477,619.84,700.43,1405.77,76.41,29.92
8478,935.28,985.47,1388.19,80.77,16.37
8479,682.94,721.24,1272.81,76.49,23.57
8480,854.88,799.41,1167.06,87.11,36.19
8481,1265.13,885.22,922.61,79.5,36.1
8482,897.72,803.22,1203.3,88.15,35.77
8483,950.38,1080.03,1455.82,77.41,20.9
8484,1224.97,1083.39,1281.5,97.08,36.47
8485,762.73,997.82,1114.45,91.22,20.52
8486,1179.2,1029.75,1414.03,83.04,23.2
8487,1213.63,1085.12,991.78,85.66,23.45
8488,866.21,832.08,1172.9,75.23,31.47
8489,734.14,1092.83,1168.38,88.04,34.77
8490,1159.28,984.48,1399.33,91.6,31.01
8491,1090.91,714.89,944.53,83.83,33.42
8492,1053.01,805.02,1259.83,82.28,23.4
8493,732.47,936.21,1431.7,81.38,18.75
8494,1148.51,921.61,1270.99,83.84,14.79
8495,1130.2,894.64,999.63,86.9,15.89
8496,970.61,798.69,1319.76,99.54,37.5
8497,633.21,868.19,1146.23,96.29,24.93
8498,672.11,1034.61,1310.88,94.0,17.39
8499,1298.33,749.44,1328.89,75.88,28.26
8500,1000.89,1041.43,1184.37,98.35,24.16
8501,806.47,1032.77,1377.55,95.3,22.55
8502,682.94,868.77,1111.58,90.39,34.61
8503,775.2,923.23,1446.62,97.64,19.9
8504,1218.37,1095.05,1372.73,80.02,13.4
8505,637.31,1068.63,1015.59,88.42,34.22
8506,1231.1,1033.53,1195.68,81.7,26.1
8507,800.46,846.3,944.18,94.11,35.63
8508,719.73,911.93,1499.34,75.34,32.32
8509,961.03,804.63,1238.72,91.89,13.67
8510,1038.32,759.96,1236.11,89.89,39.97
8511,1075.19,770.77,1315.52,92.29,16.15
8512,1171.1,890.16,1418.59,77.6,17.71
8513,927.42,1097.61,921.83,83.8,29.77
8514,1162.37,1026.55,1482.13,92.45,27.08
8515,1001.33,719.37,990.36,75.98,22.65
8516,622.0,783.13,941.93,77.34,26.25
8517,676.78,1055.36,1477.25,86.67,28.01
8518,697.0,896.25,913.6,84.57,22.04
8519,1214.72,898.27,1491.78,85.84,19.3
8520,1031.09,931.14,1449.13,91.19,16.91
8521,764.06,1090.76,1468.23,99.57,37.51
8522,740.06,969.01,1438.67,83.33,38.79
8523,740.15,765.5,1102.01,88.2,35.74
8524,1018.53,811.56,1389.72,95.03,17.9
8525,698.25,876.78,905.59,94.0,13.69
8526,976.73,814.35,1281.31,81.57,10.31
8527,888.55,874.1,994.64,98.08,15.65
8528,1074.82,1043.19,1151.11,85.38,14.53
8529,613.52,920.54,1282.38,80.34,37.91
8530,1274.57,925.61,1015.92,92.88,20.15
8531,1039.67,976.62,1238.95,88.63,16.73
8532,973.91,1075.79,1145.42,95.95,33.75
8533,868.49,819.21,1369.97,99.79,24.7
8534,844.07,808.76,965.61,87.45,30.41
8535,1110.11,780.64,1355.09,75.4,17.63
8536,875.94,844.37,1175.72,89.08,17.51
8537,1041.08,714.07,1355.5,86.07,19.26
8538,931.85,956.98,960.94,99.44,22.57
8539,1042.64,738.17,1137.85,95.54,36.31
8540,627.03,758.88,1045.05,77.14,34.72
8541,649.24,996.42,1080.32,93.36,30.41
8542,788.23,859.28,1019.39,84.55,24.26
8543,1163.35,755.8,1243.59,92.84,32.77
8544,890.23,971.39,990.04,91.25,16.44
8545,876.19,994.51,1371.95,85.04,38.81
8546,967.33,787.82,1430.76,80.69,23.81
8547,830.8,903.8,976.83,79.49,22.84
8548,1115.15,1044.58,1171.3,85.06,36.76
8549,907.93,1012.97,948.91,94.19,21.96
8550,634.49,1080.58,1036.55,77.97,28.89
8551,1046.48,985.53,1021.75,85.55,12.75
8552,1037.33,853.06,1025.04,92.6,14.12
8553,942.81,834.45,1452.45,90.82,11.12
8554,1181.83,803.72,1002.69,95.77,10.38
8555,690.38,750.56,1174.18,95.43,20.16
8556,1029.91,974.25,940.1,96.77,16.98
8557,780.4,804.74,984.23,80.34,28.01
8558,1182.26,824.87,1302.45,79.51,34.82
8559,813.37,1070.24,983.78,95.45,31.49
8560,1191.67,819.05,1367.13,81.44,23.2
8561,1024.11,974.65,1229.11,81.99,14.08
8562,1158.31,863.7,1469.5,92.58,12.01
8563,724.07,990.42,1174.6,80.74,19.59
8564,896.07,1094.41,1241.94,95.5,17.49
8565,761.67,934.33,1184.21,88.94,19.24
8566,1217.4,1021.44,1376.66,81.5,12.69
8567,963.42,869.9,1200.14,76.54,39.79
8568,1153.16,964.92,1039.44,88.77,22.41
8569,821.14,944.86,1321.5,99.39,23.07
8570,700.19,894.62,1393.5,80.4,30.94
8571,1173.05,799.66,1370.5,88.31,24.2
8572,927.47,1051.26,983.75,93.35,20.58
8573,1227.62,983.11,1274.38,80.65,25.49
8574,1167.86,880.82,1017.25,80.79,39.66
8575,1225.84,834.18,1410.12,86.8,24.93
8576,873.21,945.1,966.91,77.48,24.71
8577,1019.22,799.96,937.86,82.6,26.98
8578,945.14,744.99,1371.31,81.94,24.15
8579,627.79,989.57,1045.13,88.5,30.63
8580,684.5,896.85,1451.15,99.68,20.2
8581,763.52,898.39,957.43,82.85,34.31
8582,1205.39,1099.24,913.08,77.15,36.1
8583,789.85,1092.35,1493.1,80.51,35.92
8584,1159.74,766.46,1322.86,85.47,26.0
8585,1037.36,787.86,1305.27,94.52,31.14
8586,721.71,1030.14,900.53,83.94,24.32
8587,971.17,797.99,1240.41,85.04,30.12
8588,776.78,971.43,1285.31,86.46,39.14
8589,711.38,1079.45,1011.27,99.89,14.21
8590,1069.5,869.26,1423.53,89.36,39.09
8591,898.33,910.87,1397.92,91.54,19.97
8592,1296.98,700.19,926.3,80.86,39.51
8593,970.32,870.57,1035.99,76.23,36.56
8594,771.26,1028.58,1484.12,81.31,33.65
8595,1257.27,904.43,1192.61,79.94,33.59
8596,740.24,1053.92,1109.23,96.7,20.68
8597,972.88,916.95,1128.35,90.77,18.64
8598,1066.95,811.76,915.21,82.73,30.95
8599,1228.46,886.88,1103.59,95.52,15.49
8600,1078.41,716.68,1046.5,78.56,32.98
8601,1247.7,707.32,1073.48,87.75,21.49
8602,942.88,828.95,1043.88,95.25,17.17
8603,1238.28,738.72,1149.84,84.97,35.6
8604,706.56,990.75,1085.24,75.21,10.65
8605,761.88,997.95,1368.0,79.45,11.04
8606,1152.47,942.06,1460.47,82.05,22.45
8607,1004.42,802.22,1168.27,84.17,28.14
8608,1094.52,1062.92,1408.26,89.38,15.01
8609,1293.02,1069.3,1055.31,84.58,35.75
8610,767.82,963.03,1386.13,92.85,17.45
8611,642.91,849.59,1244.2,78.5,26.13
8612,747.81,1005.09,1157.53,95.48,26.77
8613,1196.68,948.62,905.1,92.35,25.85
8614,944.27,1090.65,1171.4,99.5,14.08
8615,816.96,769.93,1117.01,94.99,36.36
8616,806.97,846.3,1332.46,97.91,14.3
8617,795.2,1067.07,1466.47,95.63,38.22
8618,1025.21,1091.98,1175.29,80.74,11.63
8619,1275.59,1069.96,1067.35,99.49,30.19
8620,1248.1,1047.44,1390.65,92.66,13.08
8621,1276.79,985.51,1076.46,86.15,38.77
8622,1091.33,801.45,1104.35,96.58,26.36
8623,1069.85,897.27,1312.46,86.4,18.48
8624,922.72,770.69,1433.88,91.06,30.03
8625,709.73,747.99,1139.59,95.17,33.74
8626,627.53,777.04,1229.92,93.87,16.15
8627,608.71,739.7,1353.79,76.27,34.08
8628,709.21,1007.88,916.47,86.44,13.81
8629,1090.54,832.92,1025.84,76.55,38.0
8630,1040.55,714.06,1258.49,82.57,17.42
8631,709.34,1006.13,1309.85,77.03,29.57
8632,966.48,818.75,992.66,95.48,27.64
8633,1200.7,790.05,1118.09,91.95,29.61
8634,881.57,1053.26,1423.29,95.03,36.18
8635,1182.34,1042.61,1109.88,90.86,31.9
8636,1052.59,1022.13,1348.46,80.06,12.08
8637,925.71,862.21,1365.17,91.45,28.2
8638,836.77,781.55,1438.54,94.86,26.07
8639,1272.57,826.03,1279.4,87.02,34.2
8640,808.82,702.21,1074.27,99.73,19.28
8641,1175.15,976.28,1484.12,75.46,29.49
8642,965.5,821.73,1049.57,81.4,10.42
8643,669.43,968.91,1397.66,84.23,39.98
